longitude,latitude,soil_liquid
109.95,20.25,0.308
110.15,20.25,0.265
109.95,20.35,0.318
110.05,20.35,0.245
110.15,20.35,0.255
110.25,20.35,0.255
110.35,20.35,0.245
110.45,20.35,0.28
109.95,20.45,0.288
110.05,20.45,0.332
110.15,20.45,0.265
110.25,20.45,0.275
110.35,20.45,0.322
110.45,20.45,0.322
109.85,20.55,0.264
109.95,20.55,0.244
110.05,20.55,0.265
110.15,20.55,0.255
110.25,20.55,0.275
110.35,20.55,0.245
110.45,20.55,0.301
109.75,20.65,0.274
109.85,20.65,0.264
109.95,20.65,0.322
110.05,20.65,0.255
110.15,20.65,0.245
110.25,20.65,0.332
109.75,20.75,0.331
109.85,20.75,0.264
109.95,20.75,0.245
110.05,20.75,0.255
110.15,20.75,0.255
110.25,20.75,0.3
110.35,20.75,0.31
109.85,20.85,0.274
109.95,20.85,0.264
110.05,20.85,0.332
109.75,20.95,0.244
109.85,20.95,0.244
109.95,20.95,0.322
110.05,20.95,0.322
110.15,20.95,0.31
109.75,21.05,0.274
109.85,21.05,0.274
109.95,21.05,0.264
110.05,21.05,0.274
110.15,21.05,0.321
110.35,21.05,0.321
110.55,21.05,0.289
101.75,21.15,0.396
109.75,21.15,0.255
109.85,21.15,0.244
109.95,21.15,0.264
110.05,21.15,0.274
110.15,21.15,0.274
110.25,21.15,0.331
110.35,21.15,0.331
101.25,21.25,0.388
101.35,21.25,0.39
101.45,21.25,0.368
101.55,21.25,0.398
101.65,21.25,0.389
101.75,21.25,0.365
109.85,21.25,0.244
109.95,21.25,0.255
110.05,21.25,0.321
110.15,21.25,0.321
110.25,21.25,0.321
110.35,21.25,0.331
110.45,21.25,0.331
110.55,21.25,0.321
110.65,21.25,0.34
101.25,21.35,0.368
101.35,21.35,0.39
101.45,21.35,0.38
101.55,21.35,0.369
101.65,21.35,0.38
109.85,21.35,0.244
109.95,21.35,0.265
110.05,21.35,0.254
110.15,21.35,0.244
110.25,21.35,0.244
110.35,21.35,0.274
110.45,21.35,0.264
110.55,21.35,0.274
110.65,21.35,0.331
101.25,21.45,0.372
101.35,21.45,0.443
101.45,21.45,0.444
101.55,21.45,0.462
101.65,21.45,0.474
110.05,21.45,0.244
110.15,21.45,0.274
110.25,21.45,0.244
110.35,21.45,0.274
110.45,21.45,0.274
110.55,21.45,0.244
110.65,21.45,0.3
110.75,21.45,0.331
110.85,21.45,0.331
110.95,21.45,0.309
100.15,21.55,0.299
100.25,21.55,0.312
100.35,21.55,0.314
100.45,21.55,0.316
100.55,21.55,0.318
100.65,21.55,0.32
100.75,21.55,0.33
101.25,21.55,0.441
101.35,21.55,0.452
101.45,21.55,0.361
101.55,21.55,0.337
101.65,21.55,0.384
101.75,21.55,0.375
109.85,21.55,0.244
109.95,21.55,0.274
110.05,21.55,0.254
110.15,21.55,0.274
110.25,21.55,0.274
110.35,21.55,0.264
110.45,21.55,0.254
110.55,21.55,0.254
110.65,21.55,0.3
110.75,21.55,0.31
110.85,21.55,0.321
110.95,21.55,0.321
111.05,21.55,0.331
111.15,21.55,0.321
111.25,21.55,0.309
111.35,21.55,0.309
111.45,21.55,0.309
111.55,21.55,0.34
111.65,21.55,0.299
100.25,21.65,0.314
100.35,21.65,0.338
100.45,21.65,0.331
100.55,21.65,0.321
100.65,21.65,0.324
100.75,21.65,0.332
100.85,21.65,0.322
101.25,21.65,0.336
101.35,21.65,0.39
101.45,21.65,0.339
101.55,21.65,0.37
101.65,21.65,0.371
101.75,21.65,0.363
109.95,21.65,0.254
110.05,21.65,0.254
110.15,21.65,0.264
110.25,21.65,0.254
110.35,21.65,0.3
110.45,21.65,0.29
110.55,21.65,0.29
110.65,21.65,0.331
110.75,21.65,0.3
110.85,21.65,0.274
110.95,21.65,0.273
111.05,21.65,0.274
111.15,21.65,0.321
111.25,21.65,0.29
111.35,21.65,0.31
111.45,21.65,0.244
111.55,21.65,0.253
111.65,21.65,0.321
111.75,21.65,0.289
111.85,21.65,0.253
100.05,21.75,0.295
100.15,21.75,0.296
100.25,21.75,0.331
100.35,21.75,0.331
100.45,21.75,0.333
100.55,21.75,0.331
100.65,21.75,0.326
100.75,21.75,0.33
100.85,21.75,0.322
100.95,21.75,0.321
101.05,21.75,0.321
101.15,21.75,0.321
101.25,21.75,0.326
101.35,21.75,0.338
101.45,21.75,0.329
101.55,21.75,0.38
101.65,21.75,0.391
109.95,21.75,0.29
110.05,21.75,0.31
110.15,21.75,0.3
110.25,21.75,0.31
110.35,21.75,0.31
110.45,21.75,0.31
110.55,21.75,0.31
110.65,21.75,0.331
110.75,21.75,0.31
110.85,21.75,0.29
110.95,21.75,0.29
111.05,21.75,0.244
111.15,21.75,0.29
111.25,21.75,0.31
111.35,21.75,0.287
111.45,21.75,0.317
111.55,21.75,0.29
111.65,21.75,0.244
111.85,21.75,0.33
111.95,21.75,0.33
112.25,21.75,0.3
112.35,21.75,0.3
99.95,21.85,0.296
100.05,21.85,0.317
100.15,21.85,0.288
100.25,21.85,0.323
100.35,21.85,0.322
100.45,21.85,0.324
100.55,21.85,0.323
100.65,21.85,0.333
100.75,21.85,0.331
100.85,21.85,0.332
100.95,21.85,0.33
101.05,21.85,0.299
101.15,21.85,0.333
101.25,21.85,0.333
101.35,21.85,0.327
101.45,21.85,0.327
101.55,21.85,0.329
101.65,21.85,0.339
109.95,21.85,0.29
110.05,21.85,0.31
110.15,21.85,0.29
110.25,21.85,0.31
110.35,21.85,0.29
110.45,21.85,0.29
110.55,21.85,0.31
110.65,21.85,0.321
110.75,21.85,0.3
110.85,21.85,0.29
110.95,21.85,0.31
111.05,21.85,0.29
111.15,21.85,0.29
111.25,21.85,0.29
111.35,21.85,0.317
111.45,21.85,0.297
111.55,21.85,0.297
111.65,21.85,0.254
111.75,21.85,0.244
111.85,21.85,0.243
111.95,21.85,0.274
112.05,21.85,0.29
112.15,21.85,0.263
112.25,21.85,0.3
112.35,21.85,0.31
112.45,21.85,0.29
112.55,21.85,0.3
112.65,21.85,0.3
100.05,21.95,0.308
100.15,21.95,0.331
100.25,21.95,0.337
100.35,21.95,0.327
100.45,21.95,0.324
100.55,21.95,0.325
100.65,21.95,0.329
100.75,21.95,0.326
100.85,21.95,0.321
100.95,21.95,0.305
101.05,21.95,0.333
101.15,21.95,0.32
101.25,21.95,0.322
101.35,21.95,0.334
101.45,21.95,0.337
101.55,21.95,0.337
101.65,21.95,0.337
110.45,21.95,0.3
110.55,21.95,0.3
110.65,21.95,0.321
110.75,21.95,0.3
110.85,21.95,0.29
110.95,21.95,0.29
111.05,21.95,0.3
111.15,21.95,0.31
111.25,21.95,0.29
111.35,21.95,0.31
111.45,21.95,0.331
111.55,21.95,0.331
111.65,21.95,0.3
111.75,21.95,0.31
111.85,21.95,0.274
111.95,21.95,0.264
112.05,21.95,0.29
112.15,21.95,0.244
112.25,21.95,0.3
112.35,21.95,0.29
112.45,21.95,0.31
112.55,21.95,0.281
112.65,21.95,0.3
112.75,21.95,0.28
112.95,21.95,0.322
99.85,22.05,0.306
100.05,22.05,0.308
100.15,22.05,0.299
100.25,22.05,0.327
100.35,22.05,0.327
100.45,22.05,0.322
100.55,22.05,0.424
100.65,22.05,0.408
100.75,22.05,0.416
100.85,22.05,0.324
100.95,22.05,0.328
101.05,22.05,0.336
101.15,22.05,0.327
101.25,22.05,0.32
101.35,22.05,0.322
101.45,22.05,0.323
101.55,22.05,0.326
110.35,22.05,0.29
110.45,22.05,0.29
110.55,22.05,0.29
110.65,22.05,0.331
110.75,22.05,0.29
110.85,22.05,0.3
110.95,22.05,0.29
111.05,22.05,0.29
111.15,22.05,0.317
111.25,22.05,0.31
111.35,22.05,0.29
111.45,22.05,0.3
111.55,22.05,0.331
111.65,22.05,0.321
111.75,22.05,0.3
111.85,22.05,0.31
111.95,22.05,0.31
112.05,22.05,0.31
112.15,22.05,0.3
112.25,22.05,0.31
112.35,22.05,0.31
112.45,22.05,0.29
112.55,22.05,0.3
112.65,22.05,0.31
112.75,22.05,0.29
112.85,22.05,0.331
112.95,22.05,0.29
113.25,22.05,0.331
99.25,22.15,0.333
99.35,22.15,0.333
99.45,22.15,0.334
99.55,22.15,0.324
99.65,22.15,0.302
99.75,22.15,0.305
99.85,22.15,0.305
99.95,22.15,0.306
100.05,22.15,0.298
100.15,22.15,0.319
100.25,22.15,0.338
100.35,22.15,0.334
100.45,22.15,0.325
100.55,22.15,0.427
100.65,22.15,0.427
100.75,22.15,0.436
100.85,22.15,0.334
100.95,22.15,0.333
101.05,22.15,0.332
101.15,22.15,0.337
101.25,22.15,0.329
101.35,22.15,0.32
101.45,22.15,0.333
101.55,22.15,0.326
110.35,22.15,0.3
110.45,22.15,0.29
110.55,22.15,0.31
110.65,22.15,0.321
110.75,22.15,0.29
110.85,22.15,0.31
110.95,22.15,0.317
111.05,22.15,0.31
111.15,22.15,0.297
111.25,22.15,0.307
111.35,22.15,0.287
111.45,22.15,0.3
111.55,22.15,0.29
111.65,22.15,0.321
111.75,22.15,0.321
111.85,22.15,0.321
111.95,22.15,0.29
112.05,22.15,0.3
112.15,22.15,0.3
112.25,22.15,0.31
112.35,22.15,0.3
112.45,22.15,0.3
112.55,22.15,0.3
112.65,22.15,0.29
112.75,22.15,0.31
112.85,22.15,0.321
112.95,22.15,0.31
113.15,22.15,0.331
113.25,22.15,0.31
113.35,22.15,0.321
99.25,22.25,0.322
99.35,22.25,0.333
99.45,22.25,0.334
99.55,22.25,0.301
99.65,22.25,0.292
99.75,22.25,0.337
99.85,22.25,0.304
99.95,22.25,0.305
100.05,22.25,0.295
100.15,22.25,0.33
100.25,22.25,0.335
100.35,22.25,0.326
100.45,22.25,0.326
100.55,22.25,0.327
100.65,22.25,0.322
100.75,22.25,0.336
100.85,22.25,0.336
100.95,22.25,0.325
101.05,22.25,0.325
101.15,22.25,0.331
101.25,22.25,0.339
101.35,22.25,0.322
101.45,22.25,0.324
101.55,22.25,0.333
110.75,22.25,0.29
110.85,22.25,0.29
110.95,22.25,0.287
111.05,22.25,0.3
111.15,22.25,0.297
111.25,22.25,0.287
111.35,22.25,0.297
111.45,22.25,0.287
111.55,22.25,0.29
111.65,22.25,0.31
111.75,22.25,0.31
111.85,22.25,0.331
111.95,22.25,0.31
112.05,22.25,0.317
112.15,22.25,0.29
112.25,22.25,0.31
112.35,22.25,0.331
112.45,22.25,0.322
112.55,22.25,0.321
112.65,22.25,0.321
112.75,22.25,0.3
112.85,22.25,0.29
112.95,22.25,0.3
113.05,22.25,0.321
113.15,22.25,0.331
113.25,22.25,0.289
113.35,22.25,0.321
113.45,22.25,0.331
113.55,22.25,0.289
99.35,22.35,0.324
99.45,22.35,0.324
99.55,22.35,0.335
99.65,22.35,0.292
99.75,22.35,0.326
99.85,22.35,0.284
99.95,22.35,0.314
100.05,22.35,0.328
100.15,22.35,0.339
100.25,22.35,0.335
100.35,22.35,0.336
100.45,22.35,0.338
100.55,22.35,0.338
100.65,22.35,0.322
100.75,22.35,0.334
100.85,22.35,0.334
100.95,22.35,0.326
101.05,22.35,0.428
101.15,22.35,0.322
101.25,22.35,0.32
101.35,22.35,0.329
101.45,22.35,0.323
101.55,22.35,0.322
110.75,22.35,0.31
110.85,22.35,0.31
110.95,22.35,0.31
111.05,22.35,0.3
111.15,22.35,0.287
111.25,22.35,0.298
111.35,22.35,0.288
111.45,22.35,0.287
111.55,22.35,0.317
111.65,22.35,0.29
111.75,22.35,0.29
111.85,22.35,0.31
111.95,22.35,0.3
112.05,22.35,0.31
112.15,22.35,0.29
112.25,22.35,0.29
112.35,22.35,0.3
112.45,22.35,0.322
112.55,22.35,0.331
112.65,22.35,0.331
112.75,22.35,0.321
112.85,22.35,0.29
112.95,22.35,0.31
113.05,22.35,0.331
113.15,22.35,0.321
113.25,22.35,0.321
113.35,22.35,0.331
113.45,22.35,0.321
113.55,22.35,0.321
99.35,22.45,0.333
99.45,22.45,0.334
99.55,22.45,0.335
99.65,22.45,0.325
99.75,22.45,0.336
99.85,22.45,0.313
99.95,22.45,0.327
100.05,22.45,0.328
100.15,22.45,0.34
100.25,22.45,0.333
100.35,22.45,0.335
100.45,22.45,0.326
100.55,22.45,0.334
100.65,22.45,0.332
100.75,22.45,0.324
100.85,22.45,0.334
100.95,22.45,0.436
101.05,22.45,0.415
101.15,22.45,0.324
101.25,22.45,0.333
101.35,22.45,0.323
101.45,22.45,0.336
101.55,22.45,0.325
101.65,22.45,0.332
101.85,22.45,0.331
101.95,22.45,0.338
102.15,22.45,0.333
102.25,22.45,0.326
110.75,22.45,0.317
110.85,22.45,0.307
110.95,22.45,0.307
111.05,22.45,0.318
111.15,22.45,0.318
111.25,22.45,0.318
111.35,22.45,0.288
111.45,22.45,0.288
111.55,22.45,0.288
111.65,22.45,0.298
111.75,22.45,0.281
111.85,22.45,0.291
111.95,22.45,0.31
112.05,22.45,0.29
112.15,22.45,0.3
112.25,22.45,0.291
112.35,22.45,0.311
112.45,22.45,0.311
112.55,22.45,0.332
112.65,22.45,0.321
112.75,22.45,0.331
112.85,22.45,0.332
112.95,22.45,0.28
113.05,22.45,0.332
113.15,22.45,0.322
113.25,22.45,0.321
113.35,22.45,0.3
113.45,22.45,0.331
113.55,22.45,0.3
99.45,22.55,0.334
99.55,22.55,0.335
99.65,22.55,0.325
99.75,22.55,0.336
99.85,22.55,0.337
99.95,22.55,0.327
100.05,22.55,0.338
100.15,22.55,0.33
100.25,22.55,0.333
100.35,22.55,0.334
100.45,22.55,0.325
100.55,22.55,0.323
100.65,22.55,0.331
100.75,22.55,0.323
100.85,22.55,0.332
100.95,22.55,0.322
101.05,22.55,0.425
101.15,22.55,0.324
101.25,22.55,0.335
101.35,22.55,0.333
101.45,22.55,0.338
101.55,22.55,0.36
101.65,22.55,0.331
101.75,22.55,0.34
101.85,22.55,0.332
101.95,22.55,0.336
102.05,22.55,0.333
102.15,22.55,0.337
102.25,22.55,0.323
102.95,22.55,0.38
103.05,22.55,0.391
103.15,22.55,0.362
103.95,22.55,0.336
110.75,22.55,0.318
110.85,22.55,0.298
110.95,22.55,0.287
111.05,22.55,0.297
111.15,22.55,0.298
111.25,22.55,0.282
111.35,22.55,0.288
111.45,22.55,0.287
111.55,22.55,0.287
111.65,22.55,0.307
111.75,22.55,0.31
111.85,22.55,0.3
111.95,22.55,0.3
112.05,22.55,0.29
112.15,22.55,0.31
112.25,22.55,0.29
112.35,22.55,0.29
112.45,22.55,0.281
112.55,22.55,0.291
112.65,22.55,0.322
112.75,22.55,0.29
112.85,22.55,0.332
112.95,22.55,0.322
113.05,22.55,0.321
113.15,22.55,0.321
113.25,22.55,0.321
113.35,22.55,0.29
113.45,22.55,0.331
113.55,22.55,0.3
113.95,22.55,0.321
114.05,22.55,0.321
114.15,22.55,0.331
114.55,22.55,0.332
99.45,22.65,0.334
99.55,22.65,0.335
99.65,22.65,0.325
99.75,22.65,0.336
99.85,22.65,0.336
99.95,22.65,0.327
100.05,22.65,0.328
100.15,22.65,0.329
100.25,22.65,0.321
100.35,22.65,0.322
100.45,22.65,0.319
100.55,22.65,0.309
100.65,22.65,0.329
100.75,22.65,0.331
100.85,22.65,0.331
100.95,22.65,0.34
101.05,22.65,0.321
101.15,22.65,0.322
101.25,22.65,0.336
101.35,22.65,0.36
101.45,22.65,0.33
101.55,22.65,0.382
101.65,22.65,0.338
101.75,22.65,0.34
101.85,22.65,0.34
101.95,22.65,0.333
102.05,22.65,0.322
102.15,22.65,0.333
102.25,22.65,0.337
102.35,22.65,0.34
102.85,22.65,0.327
102.95,22.65,0.328
103.05,22.65,0.338
103.15,22.65,0.392
103.55,22.65,0.329
103.85,22.65,0.325
103.95,22.65,0.326
111.05,22.65,0.297
111.15,22.65,0.312
111.25,22.65,0.292
111.35,22.65,0.298
111.45,22.65,0.288
111.55,22.65,0.307
111.65,22.65,0.322
111.75,22.65,0.29
111.85,22.65,0.3
111.95,22.65,0.3
112.05,22.65,0.291
112.15,22.65,0.3
112.25,22.65,0.311
112.35,22.65,0.291
112.45,22.65,0.31
112.55,22.65,0.3
112.65,22.65,0.301
112.75,22.65,0.311
112.85,22.65,0.281
112.95,22.65,0.322
113.05,22.65,0.331
113.15,22.65,0.321
113.25,22.65,0.321
113.35,22.65,0.322
113.45,22.65,0.331
113.85,22.65,0.331
113.95,22.65,0.331
114.05,22.65,0.321
114.15,22.65,0.331
114.25,22.65,0.331
114.35,22.65,0.321
114.45,22.65,0.322
114.55,22.65,0.3
114.75,22.65,0.281
114.85,22.65,0.311
99.35,22.75,0.334
99.45,22.75,0.335
99.55,22.75,0.335
99.65,22.75,0.335
99.75,22.75,0.326
99.85,22.75,0.337
99.95,22.75,0.338
100.05,22.75,0.329
100.15,22.75,0.296
100.25,22.75,0.33
100.35,22.75,0.32
100.45,22.75,0.33
100.55,22.75,0.33
100.65,22.75,0.329
100.75,22.75,0.33
100.85,22.75,0.332
100.95,22.75,0.324
101.05,22.75,0.333
101.15,22.75,0.333
101.25,22.75,0.337
101.35,22.75,0.339
101.45,22.75,0.34
101.55,22.75,0.329
101.65,22.75,0.331
101.75,22.75,0.327
101.85,22.75,0.322
101.95,22.75,0.334
102.05,22.75,0.334
102.15,22.75,0.325
102.25,22.75,0.33
102.35,22.75,0.333
102.45,22.75,0.326
102.55,22.75,0.39
102.65,22.75,0.37
102.75,22.75,0.339
102.85,22.75,0.339
102.95,22.75,0.329
103.05,22.75,0.37
103.15,22.75,0.391
103.25,22.75,0.34
103.45,22.75,0.323
103.55,22.75,0.323
103.75,22.75,0.36
103.85,22.75,0.328
103.95,22.75,0.337
104.05,22.75,0.327
104.35,22.75,0.383
111.25,22.75,0.312
111.35,22.75,0.292
111.45,22.75,0.288
111.55,22.75,0.287
111.65,22.75,0.332
111.75,22.75,0.3
111.85,22.75,0.29
111.95,22.75,0.29
112.05,22.75,0.311
112.15,22.75,0.332
112.25,22.75,0.322
112.35,22.75,0.301
112.45,22.75,0.311
112.55,22.75,0.3
112.65,22.75,0.3
112.75,22.75,0.311
112.85,22.75,0.281
112.95,22.75,0.29
113.05,22.75,0.331
113.15,22.75,0.331
113.25,22.75,0.321
113.35,22.75,0.321
113.45,22.75,0.331
113.85,22.75,0.331
113.95,22.75,0.31
114.05,22.75,0.3
114.15,22.75,0.31
114.25,22.75,0.3
114.35,22.75,0.3
114.45,22.75,0.332
114.55,22.75,0.322
114.85,22.75,0.281
114.95,22.75,0.291
115.35,22.75,0.311
115.45,22.75,0.322
99.55,22.85,0.335
99.65,22.85,0.335
99.75,22.85,0.336
99.85,22.85,0.327
99.95,22.85,0.339
100.05,22.85,0.306
100.15,22.85,0.294
100.25,22.85,0.306
100.35,22.85,0.338
100.45,22.85,0.339
100.55,22.85,0.338
100.65,22.85,0.339
100.75,22.85,0.321
100.85,22.85,0.332
100.95,22.85,0.323
101.05,22.85,0.325
101.15,22.85,0.324
101.25,22.85,0.336
101.35,22.85,0.326
101.45,22.85,0.335
101.55,22.85,0.325
101.65,22.85,0.34
101.75,22.85,0.338
101.85,22.85,0.324
101.95,22.85,0.324
102.05,22.85,0.325
102.15,22.85,0.335
102.25,22.85,0.32
102.35,22.85,0.332
102.45,22.85,0.339
102.55,22.85,0.382
102.65,22.85,0.321
102.75,22.85,0.33
102.85,22.85,0.33
102.95,22.85,0.329
103.05,22.85,0.34
103.15,22.85,0.328
103.25,22.85,0.335
103.35,22.85,0.34
103.45,22.85,0.323
103.55,22.85,0.333
103.65,22.85,0.374
103.75,22.85,0.339
103.85,22.85,0.336
103.95,22.85,0.335
104.05,22.85,0.38
104.15,22.85,0.383
104.25,22.85,0.398
104.35,22.85,0.382
104.45,22.85,0.363
104.55,22.85,0.391
104.65,22.85,0.397
111.35,22.85,0.292
111.45,22.85,0.282
111.55,22.85,0.287
111.65,22.85,0.307
111.75,22.85,0.3
111.85,22.85,0.3
111.95,22.85,0.29
112.05,22.85,0.291
112.15,22.85,0.332
112.25,22.85,0.332
112.35,22.85,0.332
112.45,22.85,0.301
112.55,22.85,0.291
112.65,22.85,0.322
112.75,22.85,0.301
112.85,22.85,0.311
112.95,22.85,0.331
113.05,22.85,0.331
113.15,22.85,0.331
113.25,22.85,0.321
113.35,22.85,0.331
113.45,22.85,0.321
113.55,22.85,0.28
113.65,22.85,0.331
113.75,22.85,0.331
113.85,22.85,0.321
113.95,22.85,0.29
114.05,22.85,0.3
114.15,22.85,0.321
114.25,22.85,0.331
114.35,22.85,0.31
114.45,22.85,0.29
114.55,22.85,0.322
114.65,22.85,0.332
114.75,22.85,0.29
114.85,22.85,0.291
114.95,22.85,0.29
115.05,22.85,0.29
115.15,22.85,0.3
115.25,22.85,0.331
115.35,22.85,0.321
115.45,22.85,0.3
115.55,22.85,0.29
115.75,22.85,0.3
115.85,22.85,0.31
115.95,22.85,0.3
99.65,22.95,0.335
99.75,22.95,0.326
99.85,22.95,0.327
99.95,22.95,0.33
100.05,22.95,0.289
100.15,22.95,0.298
100.25,22.95,0.296
100.35,22.95,0.338
100.45,22.95,0.334
100.55,22.95,0.325
100.65,22.95,0.328
100.75,22.95,0.339
100.85,22.95,0.33
100.95,22.95,0.333
101.05,22.95,0.325
101.15,22.95,0.326
101.25,22.95,0.337
101.35,22.95,0.326
101.45,22.95,0.325
101.55,22.95,0.334
101.65,22.95,0.333
101.75,22.95,0.334
101.85,22.95,0.334
101.95,22.95,0.333
102.05,22.95,0.322
102.15,22.95,0.321
102.25,22.95,0.323
102.35,22.95,0.325
102.45,22.95,0.328
102.55,22.95,0.34
102.65,22.95,0.322
102.75,22.95,0.321
102.85,22.95,0.34
102.95,22.95,0.331
103.05,22.95,0.337
103.15,22.95,0.338
103.25,22.95,0.34
103.35,22.95,0.331
103.45,22.95,0.332
103.55,22.95,0.375
103.65,22.95,0.329
103.75,22.95,0.333
103.85,22.95,0.332
103.95,22.95,0.329
104.05,22.95,0.337
104.15,22.95,0.33
104.25,22.95,0.332
104.35,22.95,0.331
104.45,22.95,0.323
104.55,22.95,0.334
104.65,22.95,0.399
104.75,22.95,0.385
104.85,22.95,0.361
111.45,22.95,0.302
111.55,22.95,0.317
111.65,22.95,0.307
111.75,22.95,0.287
111.85,22.95,0.31
111.95,22.95,0.287
112.05,22.95,0.317
112.15,22.95,0.311
112.25,22.95,0.301
112.35,22.95,0.332
112.45,22.95,0.322
112.55,22.95,0.31
112.65,22.95,0.322
112.75,22.95,0.332
112.85,22.95,0.322
112.95,22.95,0.331
113.05,22.95,0.321
113.15,22.95,0.321
113.25,22.95,0.321
113.35,22.95,0.321
113.45,22.95,0.309
113.55,22.95,0.321
113.65,22.95,0.332
113.75,22.95,0.321
113.85,22.95,0.31
113.95,22.95,0.29
114.05,22.95,0.331
114.15,22.95,0.331
114.25,22.95,0.31
114.35,22.95,0.29
114.45,22.95,0.29
114.55,22.95,0.3
114.65,22.95,0.322
114.75,22.95,0.332
114.85,22.95,0.31
114.95,22.95,0.3
115.05,22.95,0.29
115.15,22.95,0.29
115.25,22.95,0.331
115.35,22.95,0.331
115.45,22.95,0.3
115.55,22.95,0.321
115.65,22.95,0.331
115.75,22.95,0.299
115.85,22.95,0.31
115.95,22.95,0.299
116.05,22.95,0.319
116.15,22.95,0.331
116.25,22.95,0.299
116.35,22.95,0.319
116.45,22.95,0.289
99.55,23.05,0.326
99.65,23.05,0.335
99.75,23.05,0.336
99.85,23.05,0.326
99.95,23.05,0.34
100.05,23.05,0.288
100.15,23.05,0.308
100.25,23.05,0.286
100.35,23.05,0.323
100.45,23.05,0.321
100.55,23.05,0.326
100.65,23.05,0.32
100.75,23.05,0.338
100.85,23.05,0.329
100.95,23.05,0.321
101.05,23.05,0.322
101.15,23.05,0.323
101.25,23.05,0.335
101.35,23.05,0.336
101.45,23.05,0.324
101.55,23.05,0.332
101.65,23.05,0.321
101.75,23.05,0.32
101.85,23.05,0.333
101.95,23.05,0.333
102.05,23.05,0.332
102.15,23.05,0.332
102.25,23.05,0.323
102.35,23.05,0.334
102.45,23.05,0.327
102.55,23.05,0.337
102.65,23.05,0.33
102.75,23.05,0.36
102.85,23.05,0.339
102.95,23.05,0.331
103.05,23.05,0.337
103.15,23.05,0.325
103.25,23.05,0.327
103.35,23.05,0.36
103.45,23.05,0.373
103.55,23.05,0.33
103.65,23.05,0.328
103.75,23.05,0.34
103.85,23.05,0.338
103.95,23.05,0.33
104.05,23.05,0.33
104.15,23.05,0.337
104.25,23.05,0.32
104.35,23.05,0.324
104.45,23.05,0.322
104.55,23.05,0.392
104.65,23.05,0.476
104.75,23.05,0.474
111.45,23.05,0.302
111.55,23.05,0.298
111.65,23.05,0.308
111.75,23.05,0.298
111.85,23.05,0.288
111.95,23.05,0.281
112.05,23.05,0.308
112.15,23.05,0.318
112.25,23.05,0.281
112.35,23.05,0.281
112.45,23.05,0.322
112.55,23.05,0.321
112.65,23.05,0.321
112.75,23.05,0.332
112.85,23.05,0.322
112.95,23.05,0.331
113.05,23.05,0.331
113.15,23.05,0.321
113.25,23.05,0.321
113.35,23.05,0.321
113.45,23.05,0.28
113.55,23.05,0.322
113.65,23.05,0.332
113.75,23.05,0.332
113.85,23.05,0.322
113.95,23.05,0.322
114.05,23.05,0.332
114.15,23.05,0.332
114.25,23.05,0.332
114.35,23.05,0.332
114.45,23.05,0.3
114.55,23.05,0.31
114.65,23.05,0.322
114.75,23.05,0.332
114.85,23.05,0.331
114.95,23.05,0.29
115.05,23.05,0.281
115.15,23.05,0.301
115.25,23.05,0.322
115.35,23.05,0.332
115.45,23.05,0.291
115.55,23.05,0.332
115.65,23.05,0.332
115.75,23.05,0.29
115.85,23.05,0.29
115.95,23.05,0.3
116.05,23.05,0.321
116.15,23.05,0.331
116.25,23.05,0.321
116.35,23.05,0.29
116.45,23.05,0.31
116.55,23.05,0.299
99.15,23.15,0.331
99.25,23.15,0.333
99.35,23.15,0.332
99.45,23.15,0.328
99.55,23.15,0.327
99.65,23.15,0.326
99.75,23.15,0.337
99.85,23.15,0.338
99.95,23.15,0.331
100.05,23.15,0.331
100.15,23.15,0.308
100.25,23.15,0.287
100.35,23.15,0.335
100.45,23.15,0.32
100.55,23.15,0.32
100.65,23.15,0.326
100.75,23.15,0.337
100.85,23.15,0.328
100.95,23.15,0.328
101.05,23.15,0.339
101.15,23.15,0.325
101.25,23.15,0.327
101.35,23.15,0.323
101.45,23.15,0.332
101.55,23.15,0.331
101.65,23.15,0.329
101.75,23.15,0.329
101.85,23.15,0.331
101.95,23.15,0.326
102.05,23.15,0.336
102.15,23.15,0.337
102.25,23.15,0.336
102.35,23.15,0.324
102.45,23.15,0.337
102.55,23.15,0.36
102.65,23.15,0.39
102.75,23.15,0.329
102.85,23.15,0.329
102.95,23.15,0.338
103.05,23.15,0.324
103.15,23.15,0.388
103.25,23.15,0.363
103.35,23.15,0.335
103.45,23.15,0.326
103.55,23.15,0.328
103.65,23.15,0.329
103.75,23.15,0.329
103.85,23.15,0.322
103.95,23.15,0.324
104.05,23.15,0.326
104.15,23.15,0.324
104.25,23.15,0.331
104.35,23.15,0.321
104.45,23.15,0.327
104.55,23.15,0.431
104.65,23.15,0.443
104.75,23.15,0.334
104.85,23.15,0.364
111.45,23.15,0.308
111.55,23.15,0.288
111.65,23.15,0.318
111.75,23.15,0.322
111.85,23.15,0.318
111.95,23.15,0.298
112.05,23.15,0.308
112.15,23.15,0.288
112.25,23.15,0.281
112.35,23.15,0.281
112.45,23.15,0.301
112.55,23.15,0.322
112.65,23.15,0.321
112.75,23.15,0.331
112.85,23.15,0.322
112.95,23.15,0.332
113.05,23.15,0.321
113.15,23.15,0.331
113.25,23.15,0.331
113.35,23.15,0.331
113.45,23.15,0.321
113.55,23.15,0.322
113.65,23.15,0.322
113.75,23.15,0.332
113.85,23.15,0.332
113.95,23.15,0.322
