longitude,latitude,soil_liquid
120.45,32.15,0.326
120.55,32.15,0.378
120.65,32.15,0.326
120.75,32.15,0.326
120.85,32.15,0.368
120.95,32.15,0.398
121.05,32.15,0.384
121.15,32.15,0.374
121.25,32.15,0.394
121.35,32.15,0.384
109.55,32.25,0.258
109.65,32.25,0.278
109.75,32.25,0.284
109.85,32.25,0.284
109.95,32.25,0.294
110.05,32.25,0.314
110.15,32.25,0.304
110.25,32.25,0.294
110.35,32.25,0.294
110.45,32.25,0.314
110.55,32.25,0.314
110.65,32.25,0.284
110.75,32.25,0.277
110.85,32.25,0.283
110.95,32.25,0.303
111.05,32.25,0.277
111.15,32.25,0.257
111.25,32.25,0.267
111.35,32.25,0.303
111.45,32.25,0.303
111.55,32.25,0.384
111.65,32.25,0.374
111.75,32.25,0.374
111.85,32.25,0.394
111.95,32.25,0.394
112.05,32.25,0.394
112.15,32.25,0.374
112.25,32.25,0.384
112.35,32.25,0.374
112.45,32.25,0.384
112.55,32.25,0.394
112.65,32.25,0.394
112.75,32.25,0.374
112.85,32.25,0.364
112.95,32.25,0.277
113.05,32.25,0.257
113.15,32.25,0.267
113.25,32.25,0.257
113.35,32.25,0.277
113.45,32.25,0.374
113.55,32.25,0.394
113.65,32.25,0.373
115.95,32.25,0.394
116.05,32.25,0.374
116.15,32.25,0.374
116.25,32.25,0.28
116.35,32.25,0.394
116.45,32.25,0.364
116.55,32.25,0.394
116.65,32.25,0.336
116.75,32.25,0.29
116.85,32.25,0.364
116.95,32.25,0.364
117.05,32.25,0.374
117.15,32.25,0.337
117.25,32.25,0.364
117.35,32.25,0.384
117.45,32.25,0.374
117.55,32.25,0.374
117.65,32.25,0.336
117.75,32.25,0.384
117.85,32.25,0.394
117.95,32.25,0.395
118.05,32.25,0.327
118.15,32.25,0.337
118.25,32.25,0.394
118.35,32.25,0.384
118.45,32.25,0.384
118.55,32.25,0.364
118.65,32.25,0.336
118.75,32.25,0.336
118.85,32.25,0.336
118.95,32.25,0.336
119.05,32.25,0.336
119.15,32.25,0.326
119.25,32.25,0.326
119.35,32.25,0.326
119.45,32.25,0.336
119.55,32.25,0.326
119.65,32.25,0.326
119.75,32.25,0.29
119.85,32.25,0.326
119.95,32.25,0.326
120.05,32.25,0.398
120.15,32.25,0.368
120.25,32.25,0.378
120.35,32.25,0.378
120.45,32.25,0.378
120.55,32.25,0.388
120.65,32.25,0.398
120.75,32.25,0.364
120.85,32.25,0.364
120.95,32.25,0.384
121.05,32.25,0.384
121.15,32.25,0.374
121.25,32.25,0.364
121.35,32.25,0.374
109.55,32.35,0.258
109.65,32.35,0.258
109.75,32.35,0.304
109.85,32.35,0.294
109.95,32.35,0.294
110.05,32.35,0.294
110.15,32.35,0.304
110.25,32.35,0.284
110.35,32.35,0.314
110.45,32.35,0.314
110.55,32.35,0.314
110.65,32.35,0.284
110.75,32.35,0.277
110.85,32.35,0.267
110.95,32.35,0.313
111.05,32.35,0.293
111.15,32.35,0.277
111.25,32.35,0.293
111.35,32.35,0.303
111.45,32.35,0.283
111.55,32.35,0.394
111.65,32.35,0.364
111.75,32.35,0.394
111.85,32.35,0.374
111.95,32.35,0.394
112.05,32.35,0.384
112.15,32.35,0.384
112.25,32.35,0.364
112.35,32.35,0.374
112.45,32.35,0.364
112.55,32.35,0.364
112.65,32.35,0.394
112.85,32.35,0.374
112.95,32.35,0.257
113.05,32.35,0.257
113.15,32.35,0.267
113.25,32.35,0.374
113.65,32.35,0.383
113.75,32.35,0.363
115.95,32.35,0.394
116.05,32.35,0.384
116.15,32.35,0.364
116.25,32.35,0.394
116.35,32.35,0.384
116.45,32.35,0.364
116.55,32.35,0.385
116.65,32.35,0.384
116.75,32.35,0.31
116.85,32.35,0.374
116.95,32.35,0.385
117.05,32.35,0.384
117.15,32.35,0.374
117.25,32.35,0.326
117.35,32.35,0.394
117.45,32.35,0.374
117.55,32.35,0.374
117.65,32.35,0.384
117.75,32.35,0.384
117.85,32.35,0.394
117.95,32.35,0.384
118.05,32.35,0.364
118.15,32.35,0.327
118.25,32.35,0.374
118.35,32.35,0.364
118.45,32.35,0.364
118.55,32.35,0.374
118.65,32.35,0.336
118.75,32.35,0.336
118.85,32.35,0.326
118.95,32.35,0.326
119.05,32.35,0.337
119.15,32.35,0.337
119.25,32.35,0.336
119.35,32.35,0.326
119.45,32.35,0.326
119.55,32.35,0.336
119.65,32.35,0.326
119.75,32.35,0.336
119.85,32.35,0.336
119.95,32.35,0.388
120.05,32.35,0.399
120.15,32.35,0.378
120.25,32.35,0.378
120.35,32.35,0.368
120.45,32.35,0.388
120.55,32.35,0.378
120.65,32.35,0.389
120.75,32.35,0.364
120.85,32.35,0.364
120.95,32.35,0.364
121.05,32.35,0.394
121.15,32.35,0.374
121.25,32.35,0.384
121.35,32.35,0.385
109.55,32.45,0.278
109.65,32.45,0.268
109.75,32.45,0.294
109.85,32.45,0.284
109.95,32.45,0.304
110.05,32.45,0.294
110.15,32.45,0.304
110.25,32.45,0.314
110.35,32.45,0.294
110.45,32.45,0.303
110.55,32.45,0.314
110.65,32.45,0.283
110.75,32.45,0.277
110.85,32.45,0.257
110.95,32.45,0.304
111.05,32.45,0.284
111.15,32.45,0.284
111.25,32.45,0.303
111.35,32.45,0.313
111.45,32.45,0.293
111.55,32.45,0.384
111.65,32.45,0.374
111.75,32.45,0.374
111.85,32.45,0.384
111.95,32.45,0.374
112.05,32.45,0.384
115.55,32.45,0.364
115.65,32.45,0.364
115.95,32.45,0.384
116.05,32.45,0.364
116.15,32.45,0.366
116.25,32.45,0.384
116.35,32.45,0.374
116.45,32.45,0.364
116.55,32.45,0.394
116.65,32.45,0.385
116.75,32.45,0.31
116.85,32.45,0.364
116.95,32.45,0.394
117.05,32.45,0.394
117.15,32.45,0.384
117.25,32.45,0.326
117.35,32.45,0.374
117.45,32.45,0.364
117.55,32.45,0.374
117.65,32.45,0.394
117.75,32.45,0.394
117.85,32.45,0.364
117.95,32.45,0.336
118.05,32.45,0.394
118.15,32.45,0.326
118.25,32.45,0.374
118.35,32.45,0.374
118.45,32.45,0.374
118.55,32.45,0.327
118.65,32.45,0.327
118.75,32.45,0.327
118.85,32.45,0.337
118.95,32.45,0.327
119.05,32.45,0.327
119.15,32.45,0.336
119.25,32.45,0.336
119.35,32.45,0.326
119.45,32.45,0.326
119.55,32.45,0.326
119.65,32.45,0.378
119.75,32.45,0.368
119.85,32.45,0.368
119.95,32.45,0.368
120.05,32.45,0.378
120.15,32.45,0.388
120.25,32.45,0.388
120.35,32.45,0.368
120.45,32.45,0.398
120.55,32.45,0.398
120.65,32.45,0.384
120.75,32.45,0.394
120.85,32.45,0.365
120.95,32.45,0.374
121.05,32.45,0.394
121.15,32.45,0.394
121.25,32.45,0.374
109.65,32.55,0.248
109.75,32.55,0.294
109.85,32.55,0.284
109.95,32.55,0.294
110.05,32.55,0.304
110.15,32.55,0.304
110.25,32.55,0.294
110.35,32.55,0.284
110.45,32.55,0.293
110.55,32.55,0.313
110.65,32.55,0.283
110.75,32.55,0.293
110.85,32.55,0.283
110.95,32.55,0.303
111.05,32.55,0.293
111.15,32.55,0.313
111.25,32.55,0.313
111.35,32.55,0.293
111.45,32.55,0.283
111.55,32.55,0.313
111.65,32.55,0.364
111.75,32.55,0.394
115.45,32.55,0.364
115.55,32.55,0.374
115.65,32.55,0.384
115.75,32.55,0.375
115.85,32.55,0.375
115.95,32.55,0.384
116.05,32.55,0.374
116.15,32.55,0.384
116.25,32.55,0.364
116.35,32.55,0.394
116.45,32.55,0.385
116.55,32.55,0.384
116.65,32.55,0.377
116.75,32.55,0.394
116.85,32.55,0.384
116.95,32.55,0.374
117.05,32.55,0.364
117.15,32.55,0.384
117.25,32.55,0.364
117.35,32.55,0.364
117.45,32.55,0.394
117.55,32.55,0.394
117.65,32.55,0.364
117.75,32.55,0.337
117.85,32.55,0.364
117.95,32.55,0.326
118.05,32.55,0.326
118.15,32.55,0.326
118.25,32.55,0.374
118.35,32.55,0.394
118.45,32.55,0.364
118.55,32.55,0.364
118.65,32.55,0.384
118.75,32.55,0.336
118.85,32.55,0.327
118.95,32.55,0.327
119.05,32.55,0.336
119.15,32.55,0.326
119.25,32.55,0.326
119.35,32.55,0.336
119.45,32.55,0.28
119.55,32.55,0.326
119.65,32.55,0.336
119.75,32.55,0.326
119.85,32.55,0.336
119.95,32.55,0.336
120.05,32.55,0.378
120.15,32.55,0.368
120.25,32.55,0.368
120.35,32.55,0.388
120.45,32.55,0.364
120.55,32.55,0.384
120.65,32.55,0.394
120.75,32.55,0.364
120.85,32.55,0.384
120.95,32.55,0.364
104.75,32.65,0.318
104.85,32.65,0.329
104.95,32.65,0.337
105.05,32.65,0.337
105.15,32.65,0.337
110.25,32.65,0.314
110.35,32.65,0.314
110.45,32.65,0.314
110.55,32.65,0.283
110.65,32.65,0.283
110.75,32.65,0.303
110.85,32.65,0.313
110.95,32.65,0.312
111.05,32.65,0.282
111.15,32.65,0.282
111.25,32.65,0.293
111.35,32.65,0.283
111.45,32.65,0.283
115.25,32.65,0.384
115.35,32.65,0.394
115.45,32.65,0.384
115.55,32.65,0.394
115.65,32.65,0.384
115.75,32.65,0.384
115.85,32.65,0.384
115.95,32.65,0.364
116.05,32.65,0.394
116.15,32.65,0.394
116.25,32.65,0.394
116.35,32.65,0.394
116.45,32.65,0.394
116.55,32.65,0.374
116.65,32.65,0.374
116.75,32.65,0.327
116.85,32.65,0.326
116.95,32.65,0.364
117.05,32.65,0.374
117.15,32.65,0.374
117.25,32.65,0.384
117.35,32.65,0.374
117.45,32.65,0.364
117.55,32.65,0.374
117.65,32.65,0.384
117.75,32.65,0.326
117.85,32.65,0.326
117.95,32.65,0.326
118.05,32.65,0.336
118.15,32.65,0.336
118.25,32.65,0.384
118.35,32.65,0.394
118.45,32.65,0.384
118.55,32.65,0.394
118.65,32.65,0.374
118.75,32.65,0.337
118.85,32.65,0.337
118.95,32.65,0.337
119.05,32.65,0.336
119.15,32.65,0.326
119.25,32.65,0.326
119.35,32.65,0.326
119.45,32.65,0.326
119.55,32.65,0.326
119.65,32.65,0.368
119.75,32.65,0.336
119.85,32.65,0.336
119.95,32.65,0.326
120.05,32.65,0.336
120.15,32.65,0.336
120.25,32.65,0.336
120.35,32.65,0.336
120.45,32.65,0.336
120.55,32.65,0.364
120.65,32.65,0.394
120.75,32.65,0.364
120.85,32.65,0.394
104.55,32.75,0.296
104.65,32.75,0.329
104.75,32.75,0.286
104.85,32.75,0.296
104.95,32.75,0.306
105.05,32.75,0.295
105.15,32.75,0.315
105.25,32.75,0.295
105.35,32.75,0.295
105.45,32.75,0.305
110.25,32.75,0.313
110.35,32.75,0.293
110.45,32.75,0.313
110.55,32.75,0.283
110.65,32.75,0.303
110.75,32.75,0.283
110.85,32.75,0.283
110.95,32.75,0.293
111.05,32.75,0.282
111.15,32.75,0.292
111.25,32.75,0.282
111.35,32.75,0.292
111.45,32.75,0.302
115.25,32.75,0.384
115.35,32.75,0.384
115.45,32.75,0.364
115.55,32.75,0.384
115.65,32.75,0.374
115.75,32.75,0.394
115.85,32.75,0.378
115.95,32.75,0.378
116.05,32.75,0.378
116.15,32.75,0.364
116.25,32.75,0.374
116.35,32.75,0.364
116.45,32.75,0.364
116.55,32.75,0.384
116.65,32.75,0.364
116.75,32.75,0.364
116.85,32.75,0.364
116.95,32.75,0.394
117.05,32.75,0.336
117.15,32.75,0.336
117.25,32.75,0.374
117.35,32.75,0.374
117.45,32.75,0.364
117.55,32.75,0.337
117.65,32.75,0.364
117.75,32.75,0.336
117.85,32.75,0.336
117.95,32.75,0.326
118.05,32.75,0.336
118.15,32.75,0.336
118.25,32.75,0.384
118.35,32.75,0.374
118.45,32.75,0.394
118.55,32.75,0.336
118.65,32.75,0.336
118.75,32.75,0.337
118.85,32.75,0.337
118.95,32.75,0.327
119.05,32.75,0.336
119.15,32.75,0.336
119.25,32.75,0.291
119.35,32.75,0.291
119.45,32.75,0.336
119.55,32.75,0.326
119.65,32.75,0.336
119.75,32.75,0.326
119.85,32.75,0.326
119.95,32.75,0.326
120.05,32.75,0.336
120.15,32.75,0.336
120.25,32.75,0.326
120.35,32.75,0.336
120.45,32.75,0.374
120.55,32.75,0.394
120.65,32.75,0.364
120.75,32.75,0.364
120.85,32.75,0.395
104.35,32.85,0.284
104.45,32.85,0.282
104.55,32.85,0.338
104.65,32.85,0.337
104.75,32.85,0.286
104.85,32.85,0.316
104.95,32.85,0.305
105.05,32.85,0.305
105.15,32.85,0.285
105.25,32.85,0.305
105.35,32.85,0.295
110.15,32.85,0.314
110.25,32.85,0.284
110.35,32.85,0.283
110.45,32.85,0.293
110.55,32.85,0.303
110.65,32.85,0.303
110.75,32.85,0.303
110.85,32.85,0.313
110.95,32.85,0.313
111.05,32.85,0.292
111.15,32.85,0.302
111.25,32.85,0.302
115.25,32.85,0.384
115.35,32.85,0.364
115.45,32.85,0.364
115.55,32.85,0.374
115.65,32.85,0.365
115.75,32.85,0.398
115.85,32.85,0.379
115.95,32.85,0.368
116.05,32.85,0.394
116.15,32.85,0.384
116.25,32.85,0.384
116.35,32.85,0.394
116.45,32.85,0.384
116.55,32.85,0.384
116.65,32.85,0.364
116.75,32.85,0.384
116.85,32.85,0.394
116.95,32.85,0.364
117.05,32.85,0.326
117.15,32.85,0.326
117.25,32.85,0.336
117.35,32.85,0.336
117.45,32.85,0.326
117.55,32.85,0.326
117.65,32.85,0.336
117.75,32.85,0.326
117.85,32.85,0.326
117.95,32.85,0.364
118.05,32.85,0.374
118.15,32.85,0.326
118.25,32.85,0.326
118.35,32.85,0.364
118.45,32.85,0.374
118.55,32.85,0.336
118.65,32.85,0.326
118.75,32.85,0.337
118.85,32.85,0.337
118.95,32.85,0.327
119.05,32.85,0.336
119.15,32.85,0.326
119.25,32.85,0.291
119.35,32.85,0.291
119.45,32.85,0.326
119.55,32.85,0.336
119.65,32.85,0.326
119.75,32.85,0.326
119.85,32.85,0.326
119.95,32.85,0.326
120.05,32.85,0.327
120.15,32.85,0.337
120.25,32.85,0.336
120.35,32.85,0.326
120.45,32.85,0.394
120.55,32.85,0.384
120.65,32.85,0.374
120.75,32.85,0.384
120.85,32.85,0.375
104.45,32.95,0.336
104.55,32.95,0.277
104.65,32.95,0.267
104.75,32.95,0.294
104.85,32.95,0.314
104.95,32.95,0.284
105.05,32.95,0.294
105.15,32.95,0.284
105.25,32.95,0.293
105.35,32.95,0.284
105.45,32.95,0.313
105.55,32.95,0.293
105.65,32.95,0.304
105.75,32.95,0.304
105.85,32.95,0.284
109.85,32.95,0.314
109.95,32.95,0.304
110.05,32.95,0.304
110.15,32.95,0.314
110.25,32.95,0.284
110.35,32.95,0.314
110.45,32.95,0.313
110.55,32.95,0.313
110.65,32.95,0.303
110.75,32.95,0.283
110.85,32.95,0.303
110.95,32.95,0.303
111.05,32.95,0.292
111.15,32.95,0.282
114.95,32.95,0.364
115.05,32.95,0.384
115.15,32.95,0.364
115.25,32.95,0.394
115.35,32.95,0.364
115.45,32.95,0.384
115.55,32.95,0.374
115.65,32.95,0.368
115.75,32.95,0.368
115.85,32.95,0.364
115.95,32.95,0.364
116.05,32.95,0.394
116.15,32.95,0.364
116.25,32.95,0.364
116.35,32.95,0.384
116.45,32.95,0.374
116.55,32.95,0.374
116.65,32.95,0.374
116.75,32.95,0.394
116.85,32.95,0.326
116.95,32.95,0.336
117.05,32.95,0.336
117.15,32.95,0.326
117.25,32.95,0.336
117.35,32.95,0.336
117.45,32.95,0.336
117.55,32.95,0.336
117.65,32.95,0.336
117.75,32.95,0.28
117.85,32.95,0.281
117.95,32.95,0.374
118.05,32.95,0.374
118.15,32.95,0.374
118.25,32.95,0.336
118.35,32.95,0.336
118.45,32.95,0.394
118.55,32.95,0.327
118.65,32.95,0.326
118.75,32.95,0.337
118.85,32.95,0.327
118.95,32.95,0.337
119.05,32.95,0.326
119.15,32.95,0.336
119.25,32.95,0.291
119.35,32.95,0.291
119.45,32.95,0.326
119.55,32.95,0.336
119.65,32.95,0.336
119.75,32.95,0.336
119.85,32.95,0.326
119.95,32.95,0.327
120.05,32.95,0.337
120.15,32.95,0.337
120.25,32.95,0.326
120.35,32.95,0.384
120.45,32.95,0.364
120.55,32.95,0.394
120.65,32.95,0.364
120.75,32.95,0.364
120.85,32.95,0.365
104.35,33.05,0.326
104.45,33.05,0.268
104.55,33.05,0.257
104.65,33.05,0.247
104.75,33.05,0.293
104.85,33.05,0.313
104.95,33.05,0.293
105.05,33.05,0.303
105.15,33.05,0.283
105.25,33.05,0.313
105.35,33.05,0.293
105.45,33.05,0.313
105.55,33.05,0.303
105.65,33.05,0.314
105.75,33.05,0.293
105.85,33.05,0.283
109.85,33.05,0.314
109.95,33.05,0.304
110.05,33.05,0.304
110.15,33.05,0.304
110.25,33.05,0.294
110.35,33.05,0.304
110.45,33.05,0.314
110.55,33.05,0.293
110.65,33.05,0.294
110.75,33.05,0.283
110.85,33.05,0.293
110.95,33.05,0.313
111.05,33.05,0.302
114.95,33.05,0.394
115.05,33.05,0.394
115.15,33.05,0.374
115.25,33.05,0.374
115.35,33.05,0.394
115.45,33.05,0.378
115.55,33.05,0.368
115.65,33.05,0.398
115.75,33.05,0.384
115.85,33.05,0.394
115.95,33.05,0.394
116.05,33.05,0.364
116.15,33.05,0.384
116.25,33.05,0.374
116.35,33.05,0.374
116.45,33.05,0.374
116.55,33.05,0.374
116.65,33.05,0.374
116.75,33.05,0.384
116.85,33.05,0.336
116.95,33.05,0.326
117.05,33.05,0.374
117.15,33.05,0.364
117.25,33.05,0.374
117.35,33.05,0.394
117.45,33.05,0.364
117.55,33.05,0.336
117.65,33.05,0.327
117.75,33.05,0.326
117.85,33.05,0.336
117.95,33.05,0.336
118.05,33.05,0.394
118.15,33.05,0.394
118.25,33.05,0.336
118.35,33.05,0.326
118.45,33.05,0.301
118.55,33.05,0.326
118.65,33.05,0.326
118.75,33.05,0.326
118.85,33.05,0.326
118.95,33.05,0.281
119.05,33.05,0.336
119.15,33.05,0.336
119.25,33.05,0.336
119.35,33.05,0.326
119.45,33.05,0.336
119.55,33.05,0.336
119.65,33.05,0.326
119.75,33.05,0.326
119.85,33.05,0.336
119.95,33.05,0.326
120.05,33.05,0.337
120.15,33.05,0.337
120.25,33.05,0.327
120.35,33.05,0.394
120.45,33.05,0.384
120.55,33.05,0.374
120.65,33.05,0.394
120.75,33.05,0.364
101.85,33.15,0.177
104.45,33.15,0.249
104.55,33.15,0.312
104.65,33.15,0.258
104.75,33.15,0.313
104.85,33.15,0.303
104.95,33.15,0.282
105.05,33.15,0.303
105.15,33.15,0.285
105.25,33.15,0.313
105.35,33.15,0.293
105.45,33.15,0.284
105.55,33.15,0.293
105.65,33.15,0.314
105.75,33.15,0.304
105.85,33.15,0.284
109.45,33.15,0.284
109.55,33.15,0.314
109.65,33.15,0.314
109.75,33.15,0.294
109.85,33.15,0.284
109.95,33.15,0.284
110.05,33.15,0.284
110.15,33.15,0.314
110.25,33.15,0.304
110.35,33.15,0.294
110.45,33.15,0.313
110.55,33.15,0.314
110.65,33.15,0.304
110.75,33.15,0.313
110.85,33.15,0.293
110.95,33.15,0.313
111.05,33.15,0.302
114.95,33.15,0.384
115.35,33.15,0.368
115.45,33.15,0.398
115.55,33.15,0.388
115.65,33.15,0.364
115.75,33.15,0.374
115.85,33.15,0.384
115.95,33.15,0.374
116.05,33.15,0.388
116.15,33.15,0.384
116.25,33.15,0.394
116.35,33.15,0.394
116.45,33.15,0.374
116.55,33.15,0.374
116.65,33.15,0.394
116.75,33.15,0.336
116.85,33.15,0.384
116.95,33.15,0.384
117.05,33.15,0.394
117.15,33.15,0.394
117.25,33.15,0.394
117.35,33.15,0.374
117.45,33.15,0.326
117.55,33.15,0.326
117.65,33.15,0.327
117.75,33.15,0.326
117.85,33.15,0.337
117.95,33.15,0.337
118.05,33.15,0.327
118.15,33.15,0.326
118.25,33.15,0.327
118.35,33.15,0.384
118.45,33.15,0.327
118.55,33.15,0.291
118.65,33.15,0.337
118.75,33.15,0.291
118.85,33.15,0.327
118.95,33.15,0.327
119.05,33.15,0.337
119.15,33.15,0.327
119.25,33.15,0.326
119.35,33.15,0.326
119.45,33.15,0.326
119.55,33.15,0.336
119.65,33.15,0.336
119.75,33.15,0.336
119.85,33.15,0.337
119.95,33.15,0.337
120.05,33.15,0.337
120.15,33.15,0.327
120.25,33.15,0.336
120.35,33.15,0.394
120.45,33.15,0.394
120.55,33.15,0.374
120.65,33.15,0.364
101.85,33.25,0.083
101.95,33.25,0.126
102.05,33.25,0.15
104.35,33.25,0.278
104.45,33.25,0.28
104.55,33.25,0.323
104.65,33.25,0.335
104.75,33.25,0.335
104.85,33.25,0.324
104.95,33.25,0.285
105.05,33.25,0.283
105.15,33.25,0.292
105.25,33.25,0.314
105.35,33.25,0.294
105.45,33.25,0.294
105.55,33.25,0.284
105.65,33.25,0.284
105.75,33.25,0.314
109.65,33.25,0.314
110.55,33.25,0.293
110.95,33.25,0.292
115.35,33.25,0.398
115.45,33.25,0.368
115.55,33.25,0.394
115.65,33.25,0.364
115.75,33.25,0.384
115.85,33.25,0.378
115.95,33.25,0.378
116.05,33.25,0.374
116.15,33.25,0.384
116.25,33.25,0.374
116.35,33.25,0.364
116.45,33.25,0.384
116.55,33.25,0.384
116.65,33.25,0.384
116.75,33.25,0.384
116.85,33.25,0.384
116.95,33.25,0.374
117.05,33.25,0.364
117.15,33.25,0.394
117.25,33.25,0.327
117.35,33.25,0.384
117.45,33.25,0.364
117.55,33.25,0.364
117.65,33.25,0.375
117.75,33.25,0.337
117.85,33.25,0.337
117.95,33.25,0.337
118.05,33.25,0.337
118.15,33.25,0.337
118.25,33.25,0.384
118.35,33.25,0.364
118.45,33.25,0.311
118.55,33.25,0.311
118.65,33.25,0.281
118.75,33.25,0.301
118.85,33.25,0.327
118.95,33.25,0.337
119.05,33.25,0.336
119.15,33.25,0.326
119.25,33.25,0.326
119.35,33.25,0.327
119.45,33.25,0.327
119.55,33.25,0.326
119.65,33.25,0.326
119.75,33.25,0.336
119.85,33.25,0.337
119.95,33.25,0.336
120.05,33.25,0.336
120.15,33.25,0.336
120.25,33.25,0.374
120.35,33.25,0.394
120.45,33.25,0.395
120.55,33.25,0.384
120.65,33.25,0.364
101.95,33.35,0.143
102.05,33.35,0.139
102.15,33.35,0.139
104.35,33.35,0.279
104.45,33.35,0.323
104.55,33.35,0.333
104.65,33.35,0.323
104.75,33.35,0.317
104.85,33.35,0.316
104.95,33.35,0.303
105.05,33.35,0.303
105.15,33.35,0.302
105.25,33.35,0.313
105.35,33.35,0.314
105.45,33.35,0.284
105.55,33.35,0.294
105.65,33.35,0.314
115.35,33.35,0.388
115.45,33.35,0.394
115.55,33.35,0.364
115.65,33.35,0.384
115.75,33.35,0.398
115.85,33.35,0.388
115.95,33.35,0.388
116.05,33.35,0.384
116.15,33.35,0.394
116.25,33.35,0.364
116.35,33.35,0.364
116.45,33.35,0.384
116.55,33.35,0.374
116.65,33.35,0.374
116.75,33.35,0.384
116.85,33.35,0.374
116.95,33.35,0.364
117.05,33.35,0.384
117.15,33.35,0.384
117.25,33.35,0.364
117.35,33.35,0.394
117.45,33.35,0.384
117.55,33.35,0.364
117.65,33.35,0.384
117.75,33.35,0.327
117.85,33.35,0.337
117.95,33.35,0.374
118.05,33.35,0.384
118.15,33.35,0.384
118.25,33.35,0.364
118.35,33.35,0.374
118.45,33.35,0.394
118.55,33.35,0.375
118.65,33.35,0.311
118.75,33.35,0.281
118.85,33.35,0.337
118.95,33.35,0.336
119.05,33.35,0.336
119.15,33.35,0.336
119.25,33.35,0.337
119.35,33.35,0.337
119.45,33.35,0.336
119.55,33.35,0.326
119.65,33.35,0.337
119.75,33.35,0.336
119.85,33.35,0.336
119.95,33.35,0.336
120.05,33.35,0.336
120.15,33.35,0.336
120.25,33.35,0.394
120.35,33.35,0.394
120.45,33.35,0.395
120.55,33.35,0.374
101.95,33.45,0.13
102.05,33.45,0.157
102.15,33.45,0.141
102.25,33.45,0.131
102.35,33.45,0.164
104.25,33.45,0.259
104.35,33.45,0.249
104.45,33.45,0.333
104.55,33.45,0.323
104.65,33.45,0.322
104.75,33.45,0.294
104.85,33.45,0.285
104.95,33.45,0.314
105.05,33.45,0.284
105.15,33.45,0.293
105.25,33.45,0.294
105.35,33.45,0.303
105.45,33.45,0.284
105.55,33.45,0.294
105.65,33.45,0.294
105.75,33.45,0.294
115.35,33.45,0.364
115.45,33.45,0.374
115.55,33.45,0.364
115.65,33.45,0.378
115.75,33.45,0.388
115.85,33.45,0.398
115.95,33.45,0.388
116.05,33.45,0.388
116.15,33.45,0.374
116.25,33.45,0.364
116.35,33.45,0.394
116.45,33.45,0.364
116.55,33.45,0.394
116.65,33.45,0.364
116.75,33.45,0.374
116.85,33.45,0.384
116.95,33.45,0.384
117.05,33.45,0.394
117.15,33.45,0.394
117.25,33.45,0.374
117.35,33.45,0.394
117.45,33.45,0.395
117.55,33.45,0.395
117.65,33.45,0.327
117.75,33.45,0.327
117.85,33.45,0.374
117.95,33.45,0.394
118.05,33.45,0.384
118.15,33.45,0.374
118.25,33.45,0.31
118.35,33.45,0.374
118.45,33.45,0.384
118.55,33.45,0.311
118.65,33.45,0.384
118.75,33.45,0.384
118.85,33.45,0.384
118.95,33.45,0.384
119.05,33.45,0.364
119.15,33.45,0.364
119.25,33.45,0.336
119.35,33.45,0.336
119.45,33.45,0.336
119.55,33.45,0.337
119.65,33.45,0.337
119.75,33.45,0.337
119.85,33.45,0.337
119.95,33.45,0.327
120.05,33.45,0.326
120.15,33.45,0.336
120.25,33.45,0.374
120.35,33.45,0.374
120.45,33.45,0.375
120.55,33.45,0.385
101.65,33.55,0.087
101.75,33.55,0.08
101.95,33.55,0.125
102.05,33.55,0.147
102.15,33.55,0.15
102.25,33.55,0.114
102.35,33.55,0.1
102.45,33.55,0.127
104.25,33.55,0.266
104.35,33.55,0.323
104.45,33.55,0.334
104.55,33.55,0.334
104.65,33.55,0.316
104.75,33.55,0.319
104.85,33.55,0.299
104.95,33.55,0.318
105.05,33.55,0.305
105.15,33.55,0.314
105.25,33.55,0.314
105.35,33.55,0.314
105.45,33.55,0.338
105.55,33.55,0.328
105.65,33.55,0.328
105.75,33.55,0.338
105.85,33.55,0.328
106.55,33.55,0.314
115.45,33.55,0.378
115.55,33.55,0.378
115.65,33.55,0.368
115.75,33.55,0.368
115.85,33.55,0.388
115.95,33.55,0.378
116.05,33.55,0.388
116.15,33.55,0.398
116.25,33.55,0.364
116.35,33.55,0.364
116.45,33.55,0.374
116.55,33.55,0.394
116.65,33.55,0.394
116.75,33.55,0.374
116.85,33.55,0.384
116.95,33.55,0.364
117.05,33.55,0.394
117.15,33.55,0.374
117.25,33.55,0.374
117.35,33.55,0.374
117.45,33.55,0.395
117.55,33.55,0.365
117.65,33.55,0.327
117.75,33.55,0.364
117.85,33.55,0.394
117.95,33.55,0.384
118.05,33.55,0.394
118.15,33.55,0.374
118.25,33.55,0.364
118.35,33.55,0.384
118.45,33.55,0.374
118.55,33.55,0.311
118.65,33.55,0.364
118.75,33.55,0.394
118.85,33.55,0.384
118.95,33.55,0.384
119.05,33.55,0.394
119.15,33.55,0.364
119.25,33.55,0.384
119.35,33.55,0.384
119.45,33.55,0.326
119.55,33.55,0.336
119.65,33.55,0.327
119.75,33.55,0.327
119.85,33.55,0.337
119.95,33.55,0.327
120.05,33.55,0.337
120.15,33.55,0.384
120.25,33.55,0.384
120.35,33.55,0.385
120.45,33.55,0.385
120.55,33.55,0.365
101.65,33.65,0.139
101.75,33.65,0.14
101.85,33.65,0.146
101.95,33.65,0.157
102.05,33.65,0.127
102.15,33.65,0.141
102.25,33.65,0.097
