101090212,2015-6-17,1571
101090214,2015-6-17,1589
101090215,2015-6-17,1664
101090216,2015-6-17,1718
101090217,2015-6-17,1609
101090218,2015-6-17,1636
101090219,2015-6-17,1630
101090220,2015-6-17,1730
101090221,2015-6-17,1638
101090222,2015-6-17,1636
101090223,2015-6-17,1638
101090224,2015-6-17,1591
101090225,2015-6-17,1730
101090301,2015-6-17,1184
101090302,2015-6-17,1201
101090303,2015-6-17,688
101090304,2015-6-17,581
101090305,2015-6-17,594
101090306,2015-6-17,634
101090307,2015-6-17,1110
101090308,2015-6-17,1148
101090309,2015-6-17,1117
101090310,2015-6-17,1170
101090311,2015-6-17,1281
101090312,2015-6-17,1366
101090313,2015-6-17,864
101090314,2015-6-17,656
101090402,2015-6-17,1195
101090403,2015-6-17,1162
101090404,2015-6-17,1055
101090405,2015-6-17,1088
101090406,2015-6-17,1142
101090407,2015-6-17,1038
101090408,2015-6-17,1005
101090409,2015-6-17,1199
101090410,2015-6-17,705
101090501,2015-6-17,1459
101090502,2015-6-17,1507
101090503,2015-6-17,1528
101090504,2015-6-17,1420
101090505,2015-6-17,1339
101090506,2015-6-17,1364
101090507,2015-6-17,1436
101090508,2015-6-17,1496
101090509,2015-6-17,1440
101090510,2015-6-17,1557
101090511,2015-6-17,1507
101090512,2015-6-17,1283
101090601,2015-6-17,1652
101090602,2015-6-17,1607
101090603,2015-6-17,1621
101090604,2015-6-17,1656
101090605,2015-6-17,1659
101090606,2015-6-17,1585
101090607,2015-6-17,1547
101090608,2015-6-17,1611
101090609,2015-6-17,1541
101090701,2015-6-17,1658
101090702,2015-6-17,1638
101090703,2015-6-17,1589
101090704,2015-6-17,1590
101090705,2015-6-17,1578
101090706,2015-6-17,1583
101090707,2015-6-17,1563
101090708,2015-6-17,1518
101090709,2015-6-17,1699
101090710,2015-6-17,1520
101090711,2015-6-17,1666
101090712,2015-6-17,1704
101090713,2015-6-17,1597
101090714,2015-6-17,1574
101090716,2015-6-17,1658
101090801,2015-6-17,1686
101090802,2015-6-17,1646
101090803,2015-6-17,1650
101090804,2015-6-17,1578
101090805,2015-6-17,1636
101090806,2015-6-17,1598
101090807,2015-6-17,1615
101090808,2015-6-17,1609
101090809,2015-6-17,1668
101090810,2015-6-17,1622
101090811,2015-6-17,1714
101090901,2015-6-17,1754
101090902,2015-6-17,1717
101090904,2015-6-17,1755
101090905,2015-6-17,1633
101090906,2015-6-17,1713
101090907,2015-6-17,1716
101090908,2015-6-17,1658
101090909,2015-6-17,1677
101090910,2015-6-17,1718
101090911,2015-6-17,1706
101090912,2015-6-17,1697
101090913,2015-6-17,1645
101090914,2015-6-17,1720
101090915,2015-6-17,1579
101090916,2015-6-17,1730
101090917,2015-6-17,1696
101090918,2015-6-17,1711
101091001,2015-6-17,1791
101091002,2015-6-17,1804
101091003,2015-6-17,1574
101091004,2015-6-17,1655
101091005,2015-6-17,1548
101091006,2015-6-17,1710
101091007,2015-6-17,1769
101091008,2015-6-17,1675
101091009,2015-6-17,1840
101091010,2015-6-17,1657
101091011,2015-6-17,1719
101091012,2015-6-17,1681
101091013,2015-6-17,1666
101091014,2015-6-17,1663
101091015,2015-6-17,1760
101091016,2015-6-17,1780
101091101,2015-6-17,1170
101091102,2015-6-17,1279
101091103,2015-6-17,1392
101091104,2015-6-17,1415
101091105,2015-6-17,1440
101091106,2015-6-17,1170
101110102,2015-6-17,1615
101110103,2015-6-17,1734
101110104,2015-6-17,1551
101110105,2015-6-17,1570
101110106,2015-6-17,1627
101110107,2015-6-17,1797
101110200,2015-6-17,1605
101110201,2015-6-17,1733
101110202,2015-6-17,1589
101110203,2015-6-17,1315
101110204,2015-6-17,1231
101110205,2015-6-17,1689
101110206,2015-6-17,1563
101110207,2015-6-17,1551
101110208,2015-6-17,1279
101110209,2015-6-17,1135
101110210,2015-6-17,1135
101110211,2015-6-17,1706
101110300,2015-6-17,1191
101110301,2015-6-17,1256
101110302,2015-6-17,1343
101110303,2015-6-17,1238
101110304,2015-6-17,1280
101110305,2015-6-17,1195
101110306,2015-6-17,1128
101110307,2015-6-17,1136
101110308,2015-6-17,1201
101110309,2015-6-17,1155
101110310,2015-6-17,1380
101110311,2015-6-17,1060
101110312,2015-6-17,1028
101110401,2015-6-17,1227
101110402,2015-6-17,1271
101110403,2015-6-17,1194
101110404,2015-6-17,1363
101110405,2015-6-17,1198
101110406,2015-6-17,1169
101110407,2015-6-17,1230
101110408,2015-6-17,1295
101110409,2015-6-17,1312
101110410,2015-6-17,1317
101110411,2015-6-17,1506
101110412,2015-6-17,1292
101110413,2015-6-17,1227
101110501,2015-6-17,1797
101110502,2015-6-17,1636
101110503,2015-6-17,1651
101110504,2015-6-17,1636
101110505,2015-6-17,1439
101110506,2015-6-17,1591
101110507,2015-6-17,1780
101110508,2015-6-17,1600
101110509,2015-6-17,1550
101110510,2015-6-17,1726
101110511,2015-6-17,1702
101110601,2015-6-17,1436
101110602,2015-6-17,1221
101110603,2015-6-17,1356
101110604,2015-6-17,1436
101110605,2015-6-17,1583
101110606,2015-6-17,1574
101110607,2015-6-17,1594
101110608,2015-6-17,1549
101110701,2015-6-17,1683
101110702,2015-6-17,1718
101110703,2015-6-17,1684
101110704,2015-6-17,1786
101110705,2015-6-17,1922
101110706,2015-6-17,1845
101110707,2015-6-17,1761
101110708,2015-6-17,1813
101110709,2015-6-17,1333
101110710,2015-6-17,1434
101110801,2015-6-17,1850
101110802,2015-6-17,1604
101110803,2015-6-17,1819
101110804,2015-6-17,1309
101110805,2015-6-17,1784
101110806,2015-6-17,1813
101110807,2015-6-17,1761
101110808,2015-6-17,1443
101110809,2015-6-17,1480
101110810,2015-6-17,1799
101110811,2015-6-17,1583
101110901,2015-6-17,1657
101110903,2015-6-17,1329
101110904,2015-6-17,1117
101110905,2015-6-17,1427
101110906,2015-6-17,1370
101110907,2015-6-17,1558
101110908,2015-6-17,1723
101110909,2015-6-17,885
101110910,2015-6-17,1347
101110911,2015-6-17,1246
101110912,2015-6-17,1623
101111001,2015-6-17,1195
101111002,2015-6-17,1450
101111003,2015-6-17,1118
101111004,2015-6-17,1450
101111101,2015-6-17,1560
101131504,2015-6-17,965
101130801,2015-6-17,1658
101131503,2015-6-17,1594
101131401,2015-6-17,1085
101131501,2015-6-17,1899
101130809,2015-6-17,1658
101130804,2015-6-17,1314
101131203,2015-6-17,727
101130614,2015-6-17,881
101130610,2015-6-17,106
101130612,2015-6-17,1409
101131601,2015-6-17,1369
101130401,2015-6-17,1383
101131103,2015-6-17,1249
101131407,2015-6-17,1186
101130404,2015-6-17,1423
101131408,2015-6-17,1120
101131005,2015-6-17,1249
101131402,2015-6-17,1102
101131201,2015-6-17,1611
101130606,2015-6-17,1439
101131301,2015-6-17,1960
101131009,2015-6-17,1546
101130402,2015-6-17,1457
101130910,2015-6-17,1832
101130405,2015-6-17,1387
101131603,2015-6-17,1476
101130201,2015-6-17,1559
101130808,2015-6-17,1667
101130807,2015-6-17,1581
101130601,2015-6-17,1782
101131011,2015-6-17,1497
101130602,2015-6-17,1618
101131305,2015-6-17,1852
101130407,2015-6-17,1423
101131306,2015-6-17,1776
101130403,2015-6-17,1439
101130303,2015-6-17,1508
101131304,2015-6-17,1575
101131003,2015-6-17,1053
101131302,2015-6-17,1808
101130605,2015-6-17,1661
101131409,2015-6-17,793
101130406,2015-6-17,1232
101130604,2015-6-17,1689
101130905,2015-6-17,1801
101130504,2015-6-17,1817
101131107,2015-6-17,1465
101130301,2015-6-17,1483
101130911,2015-6-17,1745
101130912,2015-6-17,1745
101131101,2015-6-17,1266
101130903,2015-6-17,451
101130501,2015-6-17,2206
101131602,2015-6-17,919
101130803,2015-6-17,1641
101131502,2015-6-17,958
101131106,2015-6-17,1497
101130103,2015-6-17,447
101130805,2015-6-17,1598
101131006,2015-6-17,1262
101130607,2015-6-17,1341
101130906,2015-6-17,1781
101130902,2015-6-17,1805
101131001,2015-6-17,1419
101131004,2015-6-17,1345
101131204,2015-6-17,804
101130909,2015-6-17,1803
101130603,2015-6-17,1646
101131102,2015-6-17,1237
101131307,2015-6-17,1741
101130907,2015-6-17,1748
101131007,2015-6-17,573
101170101,2015-6-17,1296
101170102,2015-6-17,1323
101170103,2015-6-17,1254
101170104,2015-6-17,1217
101170201,2015-6-17,1257
101170202,2015-6-17,1317
101170203,2015-6-17,1224
101170204,2015-6-17,1224
101170301,2015-6-17,1347
101170302,2015-6-17,1273
101170303,2015-6-17,1150
101170306,2015-6-17,1248
101170401,2015-6-17,922
101170402,2015-6-17,753
101170403,2015-6-17,671
101170404,2015-6-17,717
101170406,2015-6-17,981
101170501,2015-6-17,1282
101170502,2015-6-17,1383
101170504,2015-6-17,929
101180101,2015-6-17,1869
101180102,2015-6-17,1807
101180103,2015-6-17,1854
101180104,2015-6-17,1688
101180105,2015-6-17,1710
101180106,2015-6-17,1754
101180107,2015-6-17,1745
101180108,2015-6-17,1854
101180201,2015-6-17,1750
101180202,2015-6-17,1669
101180203,2015-6-17,1711
101180204,2015-6-17,1673
101180205,2015-6-17,1718
101180301,2015-6-17,1883
101180302,2015-6-17,1822
101180303,2015-6-17,1681
101180304,2015-6-17,1724
101180305,2015-6-17,1810
101180306,2015-6-17,1721
101180307,2015-6-17,1637
101180308,2015-6-17,1767
101180401,2015-6-17,1551
101180402,2015-6-17,1665
101180403,2015-6-17,1706
101180404,2015-6-17,1649
101180405,2015-6-17,1722
101180501,2015-6-17,1786
101180502,2015-6-17,1696
101180503,2015-6-17,1667
101180504,2015-6-17,1737
101180505,2015-6-17,1594
101180506,2015-6-17,1724
101180507,2015-6-17,1709
101180508,2015-6-17,1667
101180601,2015-6-17,1856
101180602,2015-6-17,1865
101180603,2015-6-17,1809
101180604,2015-6-17,1787
101180605,2015-6-17,1686
101180606,2015-6-17,1850
101180607,2015-6-17,1792
101180608,2015-6-17,1798
101180609,2015-6-17,1824
101180701,2015-6-17,1705
101180702,2015-6-17,1743
101180703,2015-6-17,1684
101180704,2015-6-17,1712
101180705,2015-6-17,1860
101180706,2015-6-17,1738
101180707,2015-6-17,1753
101180708,2015-6-17,1838
101180709,2015-6-17,1753
101180710,2015-6-17,1729
101180711,2015-6-17,1871
101180712,2015-6-17,1846
101180801,2015-6-17,1731
101180802,2015-6-17,1723
101180803,2015-6-17,1683
101180804,2015-6-17,1632
101180805,2015-6-17,1721
101180902,2015-6-17,1699
101180903,2015-6-17,1715
101180904,2015-6-17,1698
101180905,2015-6-17,1656
101180906,2015-6-17,1597
101180907,2015-6-17,1553
101180908,2015-6-17,1823
101180909,2015-6-17,1403
101180910,2015-6-17,1738
101181001,2015-6-17,1535
101181003,2015-6-17,1664
101181004,2015-6-17,1678
101181005,2015-6-17,1558
101181006,2015-6-17,1689
101181007,2015-6-17,1673
101181008,2015-6-17,1686
101181009,2015-6-17,1723
101181101,2015-6-17,1978
101181102,2015-6-17,1713
101181103,2015-6-17,1770
101181104,2015-6-17,1786
101181106,2015-6-17,1872
101181107,2015-6-17,1742
101181108,2015-6-17,1662
101181201,2015-6-17,1578
101181202,2015-6-17,1690
101181203,2015-6-17,1592
101181301,2015-6-17,1614
101181302,2015-6-17,1607
101181303,2015-6-17,1638
101181304,2015-6-17,1661
101181305,2015-6-17,1673
101181401,2015-6-17,1810
101181402,2015-6-17,1617
101181403,2015-6-17,1695
101181404,2015-6-17,1800
101181405,2015-6-17,1733
101181406,2015-6-17,1600
101181407,2015-6-17,1705
101181408,2015-6-17,1804
101181409,2015-6-17,1667
101181410,2015-6-17,1756
101181501,2015-6-17,1717
101181502,2015-6-17,1646
101181503,2015-6-17,1594
101181601,2015-6-17,1673
101181602,2015-6-17,1701
101181603,2015-6-17,1664
101181604,2015-6-17,1729
101181605,2015-6-17,1700
101181606,2015-6-17,1774
101181607,2015-6-17,1749
101181608,2015-6-17,1531
101181609,2015-6-17,1787
101181610,2015-6-17,1806
101181701,2015-6-17,1628
101181702,2015-6-17,1625
101181703,2015-6-17,1428
101181704,2015-6-17,1419
101181705,2015-6-17,1428
101181706,2015-6-17,1628
101181801,2015-6-17,1879
101200102,2015-6-17,2032
101200106,2015-6-17,1946
101201404,2015-6-17,1902
101200105,2015-6-17,1997
101200801,2015-6-17,1921
101200302,2015-6-17,2155
101201108,2015-6-17,1870
101200204,2015-6-17,1794
101200911,2015-6-17,2107
101201406,2015-6-17,1902
101201405,2015-6-17,1902
101200604,2015-6-17,2065
101200510,2015-6-17,2046
101200605,2015-6-17,2065
101200909,2015-6-17,2076
101200912,2015-6-17,2020
101230101,2015-6-17,2674
101230102,2015-6-17,2642
101230103,2015-6-17,2645
101230104,2015-6-17,2402
101230105,2015-6-17,2358
101230107,2015-6-17,2625
101230108,2015-6-17,2647
101230110,2015-6-17,2630
101230111,2015-6-17,2710
101230201,2015-6-17,2937
101230202,2015-6-17,3114
101230301,2015-6-17,2499
101230302,2015-6-17,2342
101230303,2015-6-17,2187
101230304,2015-6-17,1686
101230305,2015-6-17,1702
101230306,2015-6-17,2565
101230307,2015-6-17,1810
101230308,2015-6-17,2250
101230309,2015-6-17,1705
101230401,2015-6-17,2856
101230402,2015-6-17,2872
101230403,2015-6-17,2818
101230404,2015-6-17,2856
101230405,2015-6-17,2856
101230406,2015-6-17,2856
101230407,2015-6-17,2856
101230501,2015-6-17,2823
101230502,2015-6-17,3138
101230504,2015-6-17,2722
101230505,2015-6-17,2447
101230506,2015-6-17,2965
101230507,2015-6-17,2749
101230508,2015-6-17,2823
101230509,2015-6-17,2945
101230510,2015-6-17,2823
101230601,2015-6-17,3162
101230602,2015-6-17,3087
101230603,2015-6-17,3039
101230604,2015-6-17,3067
101230605,2015-6-17,3111
101230606,2015-6-17,2975
101230607,2015-6-17,3066
101230608,2015-6-17,3019
101230609,2015-6-17,3143
101230610,2015-6-17,2975
101230701,2015-6-17,2866
101230702,2015-6-17,2478
101230703,2015-6-17,2537
101230704,2015-6-17,2823
101230705,2015-6-17,2821
101230706,2015-6-17,2837
101230707,2015-6-17,2996
101230801,2015-6-17,2728
101230802,2015-6-17,2355
101230803,2015-6-17,2333
101230804,2015-6-17,2179
101230805,2015-6-17,2496
101230806,2015-6-17,2228
101230807,2015-6-17,2329
101230808,2015-6-17,2624
101230809,2015-6-17,2501
101230810,2015-6-17,2698
101230811,2015-6-17,2573
101230901,2015-6-17,2600
101230902,2015-6-17,2452
101230903,2015-6-17,2176
101230904,2015-6-17,2230
101230905,2015-6-17,2298
101230906,2015-6-17,2126
101230907,2015-6-17,2287
101230908,2015-6-17,2204
101230909,2015-6-17,2360
101230910,2015-6-17,2403
101240403,2015-6-17,2289
101240401,2015-6-17,2308
101240105,2015-6-17,2237
101240203,2015-6-17,1294
101240613,2015-6-17,2297
101240901,2015-6-17,2212
101240302,2015-6-17,2205
101240906,2015-6-17,2212
101240311,2015-6-17,2171
101270102,2015-6-17,2192
101270103,2015-6-17,2261
101270104,2015-6-17,2015
101270105,2015-6-17,2354
101270106,2015-6-17,2242
101270107,2015-6-17,2088
101270108,2015-6-17,2205
101270109,2015-6-17,2113
101270110,2015-6-17,2252
101270111,2015-6-17,2015
101270112,2015-6-17,2114
101270113,2015-6-17,2118
101270114,2015-6-17,2060
101270115,2015-6-17,2261
101270201,2015-6-17,3466
101270202,2015-6-17,3541
101270203,2015-6-17,3270
101270204,2015-6-17,3407
101270301,2015-6-17,2512
101270302,2015-6-17,2535
101270303,2015-6-17,2442
101270401,2015-6-17,2270
101270402,2015-6-17,2279
101270403,2015-6-17,2185
101270404,2015-6-17,2133
101270405,2015-6-17,2175
101270406,2015-6-17,2074
101270407,2015-6-17,1774
101270408,2015-6-17,2046
101270501,2015-6-17,2385
101270502,2015-6-17,2173
101270503,2015-6-17,2276
101270504,2015-6-17,2372
101270505,2015-6-17,2016
101270506,2015-6-17,2161
101270507,2015-6-17,2185
101270601,2015-6-17,2249
101270602,2015-6-17,2066
101270603,2015-6-17,2095
101270604,2015-6-17,2063
101270605,2015-6-17,2270
101270606,2015-6-17,1792
101270607,2015-6-17,2249
101270608,2015-6-17,2249
101270701,2015-6-17,2287
101270702,2015-6-17,2222
101270703,2015-6-17,2205
101270801,2015-6-17,2173
101270802,2015-6-17,2186
101270803,2015-6-17,2328
101270804,2015-6-17,2129
101270901,2015-6-17,2147
101270902,2015-6-17,2016
101270903,2015-6-17,1997
101270904,2015-6-17,2002
101271003,2015-6-17,2428
101271004,2015-6-17,2456
101271005,2015-6-17,2480
101271006,2015-6-17,2355
101271007,2015-6-17,2397
101271101,2015-6-17,2597
101271103,2015-6-17,2640
101271104,2015-6-17,2532
101271105,2015-6-17,2298
101271106,2015-6-17,2589
101271107,2015-6-17,2452
101271108,2015-6-17,2508
101271109,2015-6-17,2294
101271110,2015-6-17,2405
101271111,2015-6-17,2418
101271201,2015-6-17,2347
101271202,2015-6-17,2347
101271203,2015-6-17,2526
101271204,2015-6-17,2464
101271205,2015-6-17,2468
101271301,2015-6-17,2406
101271302,2015-6-17,2356
101271303,2015-6-17,2311
101271304,2015-6-17,2416
101271401,2015-6-17,2454
101271402,2015-6-17,2500
101271403,2015-6-17,2400
101271404,2015-6-17,2306
101271405,2015-6-17,2280
101271406,2015-6-17,2256
101271407,2015-6-17,2278
101271408,2015-6-17,2371
101271409,2015-6-17,108
101271501,2015-6-17,2363
101271502,2015-6-17,2500
101271503,2015-6-17,2446
101271504,2015-6-17,2321
101271505,2015-6-17,2234
101271506,2015-6-17,2315
101271601,2015-6-17,2660
101271603,2015-6-17,2071
101271604,2015-6-17,1645
101271605,2015-6-17,2881
101271606,2015-6-17,2240
101271607,2015-6-17,2390
101271608,2015-6-17,3219
101271609,2015-6-17,2629
101271610,2015-6-17,2660
101271611,2015-6-17,2521
101271612,2015-6-17,1378
101271613,2015-6-17,2085
101271614,2015-6-17,1905
101271615,2015-6-17,1628
101271616,2015-6-17,2386
101271617,2015-6-17,1686
101271618,2015-6-17,1621
101271619,2015-6-17,1314
101271701,2015-6-17,2149
101271702,2015-6-17,1974
101271703,2015-6-17,1967
101271704,2015-6-17,2140
101271705,2015-6-17,2481
101271706,2015-6-17,1893
101271707,2015-6-17,1994
101271708,2015-6-17,1717
101271801,2015-6-17,523
101271802,2015-6-17,741
101271803,2015-6-17,2173
101271804,2015-6-17,1918
101271805,2015-6-17,979
101271806,2015-6-17,1468
101271807,2015-6-17,759
101271808,2015-6-17,559
101271809,2015-6-17,692
101271810,2015-6-17,521
101271811,2015-6-17,818
101271812,2015-6-17,10
101271813,2015-6-17,74
101271814,2015-6-17,333
101271815,2015-6-17,1840
101271816,2015-6-17,1369
101271817,2015-6-17,457
101271818,2015-6-17,2011
101271901,2015-6-17,363
101271902,2015-6-17,1652
101271903,2015-6-17,1296
101271904,2015-6-17,1318
101271905,2015-6-17,431
101271906,2015-6-17,1535
101271907,2015-6-17,1569
101271908,2015-6-17,1393
101271909,2015-6-17,922
101271910,2015-6-17,904
101271911,2015-6-17,417
101271912,2015-6-17,91
101271913,2015-6-17,114
101272001,2015-6-17,2186
101272002,2015-6-17,2231
101272003,2015-6-17,2206
101272004,2015-6-17,2129
101272005,2015-6-17,2098
101272101,2015-6-17,2056
101272102,2015-6-17,2114
101272103,2015-6-17,1702
101272104,2015-6-17,2049
101272105,2015-6-17,2146
101281206,2015-6-17,3270
101280800,2015-6-17,3575
101280804,2015-6-17,3382
101280105,2015-6-17,3356
101281109,2015-6-17,3471
101281905,2015-6-17,3231
101280703,2015-6-17,3491
101282006,2015-6-17,3622
101281010,2015-6-17,3606
101280409,2015-6-17,3171
101280401,2015-6-17,3171
101281107,2015-6-17,3471
101281008,2015-6-17,3606
101280601,2015-6-17,3518
101280801,2015-6-17,3575
101281009,2015-6-17,3606
101281307,2015-6-17,3148
101300101,2015-6-17,3195
101300103,2015-6-17,3437
101300104,2015-6-17,3289
101300105,2015-6-17,3388
101300106,2015-6-17,3338
101300107,2015-6-17,3166
101300108,2015-6-17,3496
101300109,2015-6-17,3220
101300201,2015-6-17,3621
101300202,2015-6-17,3197
101300203,2015-6-17,3493
101300204,2015-6-17,3241
101300205,2015-6-17,3502
101300206,2015-6-17,3302
101300207,2015-6-17,3514
101300301,2015-6-17,3011
101300302,2015-6-17,2931
101300304,2015-6-17,2995
101300305,2015-6-17,3023
101300306,2015-6-17,2732
101300307,2015-6-17,2818
101300308,2015-6-17,2435
101300401,2015-6-17,3197
101300402,2015-6-17,3097
101300403,2015-6-17,2564
101300404,2015-6-17,3093
101300405,2015-6-17,3147
101300406,2015-6-17,3197
101300501,2015-6-17,2629
101300503,2015-6-17,2509
101300504,2015-6-17,2594
101300505,2015-6-17,2719
101300506,2015-6-17,2468
101300507,2015-6-17,2586
101300508,2015-6-17,2370
101300509,2015-6-17,2448
101300510,2015-6-17,2690
101300511,2015-6-17,2846
101300512,2015-6-17,2748
101300513,2015-6-17,2805
101300514,2015-6-17,2172
101300601,2015-6-17,3134
