areaid	FORECAST_TIME	day_rehumidity	night_rehumidity
101281401	2015-06-20 19:00:00	71	89
101281401	2015-06-21 19:00:00	78	88
101281401	2015-06-22 19:00:00	79	88
101281401	2015-06-23 19:00:00	82	90
101281401	2015-06-24 19:00:00	86	91
101281401	2015-06-25 19:00:00	79	89
101281401	2015-06-26 19:00:00	75	86
101281401	2015-06-27 19:00:00	75	86
101281401	2015-06-28 19:00:00	72	86
101241002	2015-06-19 19:00:00	80	90
101241002	2015-06-20 19:00:00	77	88
101241002	2015-06-21 19:00:00	80	93
101241002	2015-06-22 19:00:00	80	92
101241002	2015-06-23 19:00:00	73	85
101241002	2015-06-24 19:00:00	71	86
101241002	2015-06-25 19:00:00	76	90
101241002	2015-06-26 19:00:00	76	88
101241002	2015-06-27 19:00:00	72	85
101241002	2015-06-28 19:00:00	72	88
101210502	2015-06-19 19:00:00	69	84
101210502	2015-06-20 19:00:00	66	88
101210502	2015-06-21 19:00:00	78	87
101210502	2015-06-22 19:00:00	83	90
101210502	2015-06-23 19:00:00	73	90
101210502	2015-06-24 19:00:00	69	81
101210502	2015-06-25 19:00:00	67	85
101210502	2015-06-26 19:00:00	76	88
101210502	2015-06-27 19:00:00	79	88
101210502	2015-06-28 19:00:00	83	88
101180703	2015-06-19 19:00:00	57	78
101180703	2015-06-20 19:00:00	60	60
101180703	2015-06-21 19:00:00	59	86
101180703	2015-06-22 19:00:00	62	81
101180703	2015-06-23 19:00:00	88	96
101180703	2015-06-24 19:00:00	88	97
101180703	2015-06-25 19:00:00	82	97
101180703	2015-06-26 19:00:00	83	97
101180703	2015-06-27 19:00:00	87	99
101180703	2015-06-28 19:00:00	86	99
101210107	2015-06-19 19:00:00	63	77
101210107	2015-06-20 19:00:00	62	80
101210107	2015-06-21 19:00:00	73	77
101210107	2015-06-22 19:00:00	75	81
101210107	2015-06-23 19:00:00	67	81
101210107	2015-06-24 19:00:00	64	74
101210107	2015-06-25 19:00:00	63	77
101210107	2015-06-26 19:00:00	69	81
101210107	2015-06-27 19:00:00	72	83
101210107	2015-06-28 19:00:00	77	82
101180711	2015-06-19 19:00:00	64	86
101180711	2015-06-20 19:00:00	78	83
101180711	2015-06-21 19:00:00	72	91
101180711	2015-06-22 19:00:00	74	89
101180711	2015-06-23 19:00:00	90	100
101180711	2015-06-24 19:00:00	87	96
101180711	2015-06-25 19:00:00	87	100
101180711	2015-06-26 19:00:00	87	98
101180711	2015-06-27 19:00:00	91	99
101180711	2015-06-28 19:00:00	92	100
101210706	2015-06-19 19:00:00	86	91
101210706	2015-06-20 19:00:00	87	91
101210706	2015-06-21 19:00:00	87	92
101210706	2015-06-22 19:00:00	83	94
101210706	2015-06-23 19:00:00	80	94
101210706	2015-06-24 19:00:00	78	89
101210706	2015-06-25 19:00:00	77	92
101210706	2015-06-26 19:00:00	77	91
101210706	2015-06-27 19:00:00	79	90
101210706	2015-06-28 19:00:00	80	90
101210406	2015-06-19 19:00:00	75	84
101210406	2015-06-20 19:00:00	78	88
101210406	2015-06-21 19:00:00	78	88
101210406	2015-06-22 19:00:00	86	95
101210406	2015-06-23 19:00:00	85	94
101210406	2015-06-24 19:00:00	80	90
101210406	2015-06-25 19:00:00	78	90
101210406	2015-06-26 19:00:00	79	92
101210406	2015-06-27 19:00:00	81	91
101210406	2015-06-28 19:00:00	82	93
101290312	2015-06-19 19:00:00	67	89
101290312	2015-06-20 19:00:00	71	91
101290312	2015-06-21 19:00:00	77	91
101290312	2015-06-22 19:00:00	79	90
101290312	2015-06-23 19:00:00	83	91
101290312	2015-06-24 19:00:00	82	91
101290312	2015-06-25 19:00:00	79	92
101290312	2015-06-26 19:00:00	76	92
101290312	2015-06-27 19:00:00	75	91
101290312	2015-06-28 19:00:00	74	91
101281503	2015-06-19 19:00:00	67	89
101281503	2015-06-20 19:00:00	71	91
101281503	2015-06-21 19:00:00	77	91
101281503	2015-06-22 19:00:00	79	90
101281503	2015-06-23 19:00:00	83	91
101281503	2015-06-24 19:00:00	82	91
101281503	2015-06-25 19:00:00	79	92
101281503	2015-06-26 19:00:00	76	92
101281503	2015-06-27 19:00:00	75	91
101281503	2015-06-28 19:00:00	74	91
101291301	2015-06-19 19:00:00	69	80
101291301	2015-06-20 19:00:00	68	81
101291301	2015-06-21 19:00:00	71	82
101291301	2015-06-22 19:00:00	70	78
101291301	2015-06-23 19:00:00	68	79
101291301	2015-06-24 19:00:00	67	81
101291301	2015-06-25 19:00:00	69	81
101291301	2015-06-26 19:00:00	68	80
101291301	2015-06-27 19:00:00	69	80
101291301	2015-06-28 19:00:00	72	78
101230703	2015-06-19 19:00:00	83	96
101230703	2015-06-20 19:00:00	83	95
101230703	2015-06-21 19:00:00	74	89
101230703	2015-06-22 19:00:00	72	92
101230703	2015-06-23 19:00:00	74	88
101230703	2015-06-24 19:00:00	77	90
101230703	2015-06-25 19:00:00	76	92
101230703	2015-06-26 19:00:00	75	91
101230703	2015-06-27 19:00:00	73	91
101230703	2015-06-28 19:00:00	74	92
101161106	2015-06-19 19:00:00	66	80
101161106	2015-06-20 19:00:00	54	65
101161106	2015-06-21 19:00:00	41	60
101161106	2015-06-22 19:00:00	50	78
101161106	2015-06-23 19:00:00	54	67
101161106	2015-06-24 19:00:00	52	67
101161106	2015-06-25 19:00:00	48	70
101161106	2015-06-26 19:00:00	62	73
101161106	2015-06-27 19:00:00	55	73
101161106	2015-06-28 19:00:00	55	69
101130602	2015-06-19 21:00:00	39	53
101130602	2015-06-20 21:00:00	34	45
101130602	2015-06-21 21:00:00	34	51
101130602	2015-06-22 21:00:00	41	58
101130602	2015-06-23 21:00:00	36	48
101130602	2015-06-24 21:00:00	30	42
101130602	2015-06-25 21:00:00	29	38
101130602	2015-06-26 21:00:00	30	44
101130602	2015-06-27 21:00:00	35	46
101130602	2015-06-28 21:00:00	32	42
101120306	2015-06-19 19:00:00	54	86
101120306	2015-06-20 19:00:00	52	68
101120306	2015-06-21 19:00:00	48	79
101120306	2015-06-22 19:00:00	54	79
101120306	2015-06-23 19:00:00	60	84
101120306	2015-06-24 19:00:00	76	93
101120306	2015-06-25 19:00:00	79	93
101120306	2015-06-26 19:00:00	70	89
101120306	2015-06-27 19:00:00	70	92
101120306	2015-06-28 19:00:00	65	84
101060904	2015-06-19 18:00:00	65	92
101060904	2015-06-20 18:00:00	66	87
101060904	2015-06-21 18:00:00	68	82
101060904	2015-06-22 18:00:00	74	92
101060904	2015-06-23 18:00:00	73	87
101060904	2015-06-24 18:00:00	64	86
101060904	2015-06-25 18:00:00	65	79
101060904	2015-06-26 18:00:00	62	85
101060904	2015-06-27 18:00:00	68	85
101060904	2015-06-28 18:00:00	67	83
101110401	2015-06-19 19:00:00	19	31
101110401	2015-06-20 19:00:00	35	62
101110401	2015-06-21 19:00:00	56	66
101110401	2015-06-22 19:00:00	50	58
101110401	2015-06-23 19:00:00	59	69
101110401	2015-06-24 19:00:00	54	61
101110401	2015-06-25 19:00:00	49	57
101110401	2015-06-26 19:00:00	44	50
101110401	2015-06-27 19:00:00	38	47
101110401	2015-06-28 19:00:00	42	52
101300104	2015-06-19 19:00:00	71	89
101300104	2015-06-20 19:00:00	72	87
101300104	2015-06-21 19:00:00	73	88
101300104	2015-06-22 19:00:00	76	88
101300104	2015-06-23 19:00:00	76	90
101300104	2015-06-24 19:00:00	79	90
101300104	2015-06-25 19:00:00	84	91
101300104	2015-06-26 19:00:00	79	88
101300104	2015-06-27 19:00:00	78	88
101300104	2015-06-28 19:00:00	76	88
101080101	2015-06-19 19:00:00	41	52
101080101	2015-06-20 19:00:00	34	42
101080101	2015-06-21 19:00:00	46	67
101080101	2015-06-22 19:00:00	52	70
101080101	2015-06-23 19:00:00	53	84
101080101	2015-06-24 19:00:00	56	69
101080101	2015-06-25 19:00:00	57	73
101080101	2015-06-26 19:00:00	51	69
101080101	2015-06-27 19:00:00	47	59
101080101	2015-06-28 19:00:00	43	60
101060305	2015-06-19 19:00:00	66	89
101060305	2015-06-20 19:00:00	56	89
101060305	2015-06-21 19:00:00	59	88
101060305	2015-06-22 19:00:00	56	89
101060305	2015-06-23 19:00:00	59	87
101060305	2015-06-24 19:00:00	58	91
101060305	2015-06-25 19:00:00	65	90
101060305	2015-06-26 19:00:00	62	87
101060305	2015-06-27 19:00:00	61	86
101060305	2015-06-28 19:00:00	59	83
101221004	2015-06-19 19:00:00	68	86
101221004	2015-06-20 19:00:00	66	81
101221004	2015-06-21 19:00:00	85	90
101221004	2015-06-22 19:00:00	83	93
101221004	2015-06-23 19:00:00	74	90
101221004	2015-06-24 19:00:00	71	87
101221004	2015-06-25 19:00:00	74	91
101221004	2015-06-26 19:00:00	80	92
101221004	2015-06-27 19:00:00	80	93
101221004	2015-06-28 19:00:00	87	95
101070404	2015-06-19 19:00:00	68	89
101070404	2015-06-20 19:00:00	65	83
101070404	2015-06-21 19:00:00	57	80
101070404	2015-06-22 19:00:00	54	79
101070404	2015-06-23 19:00:00	58	83
101070404	2015-06-24 19:00:00	54	77
101070404	2015-06-25 19:00:00	53	78
101070404	2015-06-26 19:00:00	58	79
101070404	2015-06-27 19:00:00	58	78
101070404	2015-06-28 19:00:00	60	78
101020600	2015-06-19 19:00:00	75	90
101020600	2015-06-20 19:00:00	76	90
101020600	2015-06-21 19:00:00	81	84
101020600	2015-06-22 19:00:00	89	95
101020600	2015-06-23 19:00:00	82	93
101020600	2015-06-24 19:00:00	83	90
101020600	2015-06-25 19:00:00	79	94
101020600	2015-06-26 19:00:00	83	96
101020600	2015-06-27 19:00:00	87	94
101020600	2015-06-28 19:00:00	84	93
101250104	2015-06-19 19:00:00	74	88
101250104	2015-06-20 19:00:00	72	87
101250104	2015-06-21 19:00:00	84	90
101250104	2015-06-22 19:00:00	78	90
101250104	2015-06-23 19:00:00	72	81
101250104	2015-06-24 19:00:00	68	85
101250104	2015-06-25 19:00:00	78	89
101250104	2015-06-26 19:00:00	78	86
101250104	2015-06-27 19:00:00	72	82
101250104	2015-06-28 19:00:00	75	88
101080601	2015-06-19 19:00:00	54	75
101080601	2015-06-20 19:00:00	52	68
101080601	2015-06-21 19:00:00	38	58
101080601	2015-06-22 19:00:00	41	65
101080601	2015-06-23 19:00:00	40	69
101080601	2015-06-24 19:00:00	51	72
101080601	2015-06-25 19:00:00	51	77
101080601	2015-06-26 19:00:00	54	74
101080601	2015-06-27 19:00:00	49	69
101080601	2015-06-28 19:00:00	43	62
101291404	2015-06-19 19:00:00	78	87
101291404	2015-06-20 19:00:00	61	78
101291404	2015-06-21 19:00:00	67	88
101291404	2015-06-22 19:00:00	64	70
101291404	2015-06-23 19:00:00	56	66
101291404	2015-06-24 19:00:00	56	75
101291404	2015-06-25 19:00:00	68	79
101291404	2015-06-26 19:00:00	63	78
101291404	2015-06-27 19:00:00	68	77
101291404	2015-06-28 19:00:00	64	74
101250702	2015-06-19 19:00:00	70	86
101250702	2015-06-20 19:00:00	76	90
101250702	2015-06-21 19:00:00	91	94
101250702	2015-06-22 19:00:00	87	93
101250702	2015-06-23 19:00:00	81	90
101250702	2015-06-24 19:00:00	76	93
101250702	2015-06-25 19:00:00	88	93
101250702	2015-06-26 19:00:00	86	94
101250702	2015-06-27 19:00:00	85	93
101250702	2015-06-28 19:00:00	89	97
101200106	2015-06-19 19:00:00	67	87
101200106	2015-06-20 19:00:00	70	87
101200106	2015-06-21 19:00:00	87	90
101200106	2015-06-22 19:00:00	81	95
101200106	2015-06-23 19:00:00	85	93
101200106	2015-06-24 19:00:00	81	94
101200106	2015-06-25 19:00:00	89	95
101200106	2015-06-26 19:00:00	89	99
101200106	2015-06-27 19:00:00	89	100
101200106	2015-06-28 19:00:00	94	100
101250402	2015-06-19 19:00:00	92	97
101250402	2015-06-20 19:00:00	88	96
101250402	2015-06-21 19:00:00	90	96
101250402	2015-06-22 19:00:00	90	97
101250402	2015-06-23 19:00:00	85	94
101250402	2015-06-24 19:00:00	81	94
101250402	2015-06-25 19:00:00	90	98
101250402	2015-06-26 19:00:00	87	93
101250402	2015-06-27 19:00:00	83	91
101250402	2015-06-28 19:00:00	84	93
101221106	2015-06-19 19:00:00	69	88
101221106	2015-06-20 19:00:00	73	85
101221106	2015-06-21 19:00:00	75	95
101221106	2015-06-22 19:00:00	75	96
101221106	2015-06-23 19:00:00	82	95
101221106	2015-06-24 19:00:00	94	100
101221106	2015-06-25 19:00:00	91	99
101221106	2015-06-26 19:00:00	86	99
101221106	2015-06-27 19:00:00	99	100
101221106	2015-06-28 19:00:00	94	100
101220802	2015-06-19 19:00:00	61	86
101220802	2015-06-20 19:00:00	69	71
101220802	2015-06-21 19:00:00	67	92
101220802	2015-06-22 19:00:00	70	92
101220802	2015-06-23 19:00:00	89	100
101220802	2015-06-24 19:00:00	93	98
101220802	2015-06-25 19:00:00	93	100
101220802	2015-06-26 19:00:00	89	100
101220802	2015-06-27 19:00:00	98	100
101220802	2015-06-28 19:00:00	95	100
101120909	2015-06-19 19:00:00	66	91
101120909	2015-06-20 19:00:00	59	85
101120909	2015-06-21 19:00:00	58	84
101120909	2015-06-22 19:00:00	61	84
101120909	2015-06-23 19:00:00	72	88
101120909	2015-06-24 19:00:00	87	94
101120909	2015-06-25 19:00:00	83	96
101120909	2015-06-26 19:00:00	75	93
101120909	2015-06-27 19:00:00	78	96
101120909	2015-06-28 19:00:00	75	94
101110107	2015-06-19 19:00:00	47	59
101110107	2015-06-20 19:00:00	79	87
101110107	2015-06-21 19:00:00	68	73
101110107	2015-06-22 19:00:00	55	64
101110107	2015-06-23 19:00:00	77	88
101110107	2015-06-24 19:00:00	80	87
101110107	2015-06-25 19:00:00	68	80
101110107	2015-06-26 19:00:00	66	87
101110107	2015-06-27 19:00:00	73	78
101110107	2015-06-28 19:00:00	70	79
101120402	2015-06-19 19:00:00	57	83
101120402	2015-06-20 19:00:00	46	66
101120402	2015-06-21 19:00:00	44	65
101120402	2015-06-22 19:00:00	42	65
101120402	2015-06-23 19:00:00	49	74
101120402	2015-06-24 19:00:00	56	78
101120402	2015-06-25 19:00:00	55	84
101120402	2015-06-26 19:00:00	64	82
101120402	2015-06-27 19:00:00	61	83
101120402	2015-06-28 19:00:00	56	76
101050207	2015-06-19 19:00:00	68	88
101050207	2015-06-20 19:00:00	44	63
101050207	2015-06-21 19:00:00	41	63
101050207	2015-06-22 19:00:00	51	76
101050207	2015-06-23 19:00:00	56	79
101050207	2015-06-24 19:00:00	58	83
101050207	2015-06-25 19:00:00	62	84
101050207	2015-06-26 19:00:00	59	82
101050207	2015-06-27 19:00:00	56	82
101050207	2015-06-28 19:00:00	56	79
101240401	2015-06-19 19:00:00	88	95
101240401	2015-06-20 19:00:00	82	94
101240401	2015-06-21 19:00:00	79	91
101240401	2015-06-22 19:00:00	77	93
101240401	2015-06-23 19:00:00	71	84
101240401	2015-06-24 19:00:00	71	86
101240401	2015-06-25 19:00:00	73	85
101240401	2015-06-26 19:00:00	75	85
101240401	2015-06-27 19:00:00	72	84
101240401	2015-06-28 19:00:00	75	88
101271402	2015-06-19 19:00:00	68	76
101271402	2015-06-20 19:00:00	84	89
101271402	2015-06-21 19:00:00	72	80
101271402	2015-06-22 19:00:00	66	78
101271402	2015-06-23 19:00:00	72	82
101271402	2015-06-24 19:00:00	73	82
101271402	2015-06-25 19:00:00	70	81
101271402	2015-06-26 19:00:00	69	87
101271402	2015-06-27 19:00:00	79	87
101271402	2015-06-28 19:00:00	78	86
101181407	2015-06-19 19:00:00	55	81
101181407	2015-06-20 19:00:00	62	65
101181407	2015-06-21 19:00:00	66	85
101181407	2015-06-22 19:00:00	64	86
101181407	2015-06-23 19:00:00	89	97
101181407	2015-06-24 19:00:00	86	99
101181407	2015-06-25 19:00:00	89	99
101181407	2015-06-26 19:00:00	84	98
101181407	2015-06-27 19:00:00	93	100
101181407	2015-06-28 19:00:00	92	100
101291101	2015-06-19 19:00:00	89	96
101291101	2015-06-20 19:00:00	86	97
101291101	2015-06-21 19:00:00	80	94
101291101	2015-06-22 19:00:00	81	93
101291101	2015-06-23 19:00:00	81	93
101291101	2015-06-24 19:00:00	84	93
101291101	2015-06-25 19:00:00	84	96
101291101	2015-06-26 19:00:00	89	97
101291101	2015-06-27 19:00:00	91	97
101291101	2015-06-28 19:00:00	91	99
101200601	2015-06-19 19:00:00	68	89
101200601	2015-06-20 19:00:00	67	86
101200601	2015-06-21 19:00:00	84	89
101200601	2015-06-22 19:00:00	82	94
101200601	2015-06-23 19:00:00	81	91
101200601	2015-06-24 19:00:00	76	94
101200601	2015-06-25 19:00:00	86	96
101200601	2015-06-26 19:00:00	88	98
101200601	2015-06-27 19:00:00	86	99
101200601	2015-06-28 19:00:00	90	100
101251404	2015-06-19 19:00:00	82	89
101251404	2015-06-20 19:00:00	78	90
101251404	2015-06-21 19:00:00	77	89
101251404	2015-06-22 19:00:00	83	90
101251404	2015-06-23 19:00:00	74	85
101251404	2015-06-24 19:00:00	72	84
101251404	2015-06-25 19:00:00	79	85
101251404	2015-06-26 19:00:00	74	81
101251404	2015-06-27 19:00:00	71	79
101251404	2015-06-28 19:00:00	71	82
101210809	2015-06-19 19:00:00	95	98
101210809	2015-06-20 19:00:00	91	97
101210809	2015-06-21 19:00:00	89	96
101210809	2015-06-22 19:00:00	82	95
101210809	2015-06-23 19:00:00	73	92
101210809	2015-06-24 19:00:00	72	90
101210809	2015-06-25 19:00:00	72	92
101210809	2015-06-26 19:00:00	74	91
101210809	2015-06-27 19:00:00	76	92
101210809	2015-06-28 19:00:00	82	94
101180302	2015-06-19 19:00:00	45	63
101180302	2015-06-20 19:00:00	43	52
101180302	2015-06-21 19:00:00	42	58
101180302	2015-06-22 19:00:00	42	59
101180302	2015-06-23 19:00:00	63	79
101180302	2015-06-24 19:00:00	70	83
101180302	2015-06-25 19:00:00	64	85
101180302	2015-06-26 19:00:00	62	83
101180302	2015-06-27 19:00:00	69	90
101180302	2015-06-28 19:00:00	66	82
101040800	2015-06-19 19:00:00	68	82
101040800	2015-06-20 19:00:00	80	84
101040800	2015-06-21 19:00:00	74	83
101040800	2015-06-22 19:00:00	67	72
101040800	2015-06-23 19:00:00	76	86
101040800	2015-06-24 19:00:00	86	89
101040800	2015-06-25 19:00:00	80	87
101040800	2015-06-26 19:00:00	79	83
101040800	2015-06-27 19:00:00	78	85
101040800	2015-06-28 19:00:00	81	86
101080806	2015-06-19 19:00:00	71	93
101080806	2015-06-20 19:00:00	72	93
101080806	2015-06-21 19:00:00	77	92
101080806	2015-06-22 19:00:00	80	93
101080806	2015-06-23 19:00:00	86	94
101080806	2015-06-24 19:00:00	85	95
101080806	2015-06-25 19:00:00	81	93
101080806	2015-06-26 19:00:00	79	94
101080806	2015-06-27 19:00:00	79	93
101080806	2015-06-28 19:00:00	77	93
101042900	2015-06-19 19:00:00	68	82
101042900	2015-06-20 19:00:00	80	84
101042900	2015-06-21 19:00:00	74	83
101042900	2015-06-22 19:00:00	67	72
101042900	2015-06-23 19:00:00	76	86
101042900	2015-06-24 19:00:00	86	89
101042900	2015-06-25 19:00:00	80	87
101042900	2015-06-26 19:00:00	79	83
101042900	2015-06-27 19:00:00	78	85
101042900	2015-06-28 19:00:00	81	86
101090806	2015-06-19 19:00:00	40	68
101090806	2015-06-20 19:00:00	36	48
101090806	2015-06-21 19:00:00	33	53
101090806	2015-06-22 19:00:00	39	54
101090806	2015-06-23 19:00:00	45	71
101090806	2015-06-24 19:00:00	54	77
101090806	2015-06-25 19:00:00	55	78
101090806	2015-06-26 19:00:00	61	77
101090806	2015-06-27 19:00:00	56	74
101090806	2015-06-28 19:00:00	52	67
101090712	2015-06-19 19:00:00	43	76
101090712	2015-06-20 19:00:00	38	53
101090712	2015-06-21 19:00:00	38	57
101090712	2015-06-22 19:00:00	44	58
101090712	2015-06-23 19:00:00	49	73
101090712	2015-06-24 19:00:00	58	77
101090712	2015-06-25 19:00:00	59	81
101090712	2015-06-26 19:00:00	67	81
101090712	2015-06-27 19:00:00	62	78
101090712	2015-06-28 19:00:00	56	71
101280304	2015-06-19 19:00:00	68	85
101280304	2015-06-20 19:00:00	73	86
101280304	2015-06-21 19:00:00	75	84
101280304	2015-06-22 19:00:00	75	83
101280304	2015-06-23 19:00:00	78	86
101280304	2015-06-24 19:00:00	83	86
101280304	2015-06-25 19:00:00	80	86
101280304	2015-06-26 19:00:00	76	85
101280304	2015-06-27 19:00:00	74	85
101280304	2015-06-28 19:00:00	73	84
101240507	2015-06-19 19:00:00	79	90
101240507	2015-06-20 19:00:00	76	86
101240507	2015-06-21 19:00:00	86	94
101240507	2015-06-22 19:00:00	84	91
101240507	2015-06-23 19:00:00	76	87
101240507	2015-06-24 19:00:00	73	87
101240507	2015-06-25 19:00:00	77	88
101240507	2015-06-26 19:00:00	80	88
101240507	2015-06-27 19:00:00	77	85
101240507	2015-06-28 19:00:00	79	89
101281202	2015-06-19 19:00:00	66	85
101281202	2015-06-20 19:00:00	68	87
101281202	2015-06-21 19:00:00	74	87
101281202	2015-06-22 19:00:00	73	85
101281202	2015-06-23 19:00:00	76	88
101281202	2015-06-24 19:00:00	82	90
101281202	2015-06-25 19:00:00	79	90
101281202	2015-06-26 19:00:00	75	88
101281202	2015-06-27 19:00:00	73	88
101281202	2015-06-28 19:00:00	73	86
101071207	2015-06-19 19:00:00	56	81
101071207	2015-06-20 19:00:00	56	80
101071207	2015-06-21 19:00:00	44	73
101071207	2015-06-22 19:00:00	47	76
101071207	2015-06-23 19:00:00	47	76
101071207	2015-06-24 19:00:00	54	84
101071207	2015-06-25 19:00:00	55	84
101071207	2015-06-26 19:00:00	57	85
101071207	2015-06-27 19:00:00	54	76
101071207	2015-06-28 19:00:00	48	72
101181609	2015-06-19 19:00:00	55	81
101181609	2015-06-20 19:00:00	62	65
101181609	2015-06-21 19:00:00	66	85
101181609	2015-06-22 19:00:00	64	86
101181609	2015-06-23 19:00:00	89	97
101181609	2015-06-24 19:00:00	86	99
101181609	2015-06-25 19:00:00	89	99
101181609	2015-06-26 19:00:00	84	98
101181609	2015-06-27 19:00:00	93	100
101181609	2015-06-28 19:00:00	92	100
101240202	2015-06-19 19:00:00	74	87
101240202	2015-06-20 19:00:00	71	86
101240202	2015-06-21 19:00:00	87	95
101240202	2015-06-22 19:00:00	86	95
101240202	2015-06-23 19:00:00	81	92
101240202	2015-06-24 19:00:00	76	91
101240202	2015-06-25 19:00:00	82	95
101240202	2015-06-26 19:00:00	87	94
101240202	2015-06-27 19:00:00	85	97
101240202	2015-06-28 19:00:00	89	97
101281803	2015-06-19 19:00:00	75	92
101281803	2015-06-20 19:00:00	78	91
101281803	2015-06-21 19:00:00	80	89
101281803	2015-06-22 19:00:00	81	88
101281803	2015-06-23 19:00:00	83	90
101281803	2015-06-24 19:00:00	86	90
101281803	2015-06-25 19:00:00	83	88
101281803	2015-06-26 19:00:00	78	87
101281803	2015-06-27 19:00:00	79	89
101281803	2015-06-28 19:00:00	77	89
101251003	2015-06-19 19:00:00	74	88
101251003	2015-06-20 19:00:00	72	87
101251003	2015-06-21 19:00:00	84	90
101251003	2015-06-22 19:00:00	78	90
101251003	2015-06-23 19:00:00	72	81
101251003	2015-06-24 19:00:00	68	85
101251003	2015-06-25 19:00:00	78	89
101251003	2015-06-26 19:00:00	78	86
101251003	2015-06-27 19:00:00	72	82
101251003	2015-06-28 19:00:00	75	88
101121709	2015-06-19 19:00:00	64	76
101121709	2015-06-20 19:00:00	50	67
101121709	2015-06-21 19:00:00	46	72
101121709	2015-06-22 19:00:00	47	69
101121709	2015-06-23 19:00:00	58	79
101121709	2015-06-24 19:00:00	63	88
101121709	2015-06-25 19:00:00	63	88
101121709	2015-06-26 19:00:00	65	85
101121709	2015-06-27 19:00:00	65	89
101121709	2015-06-28 19:00:00	61	82
101090703	2015-06-19 19:00:00	62	82
101090703	2015-06-20 19:00:00	46	61
101090703	2015-06-21 19:00:00	44	62
101090703	2015-06-22 19:00:00	43	64
101090703	2015-06-23 19:00:00	48	69
101090703	2015-06-24 19:00:00	57	76
101090703	2015-06-25 19:00:00	55	83
101090703	2015-06-26 19:00:00	63	77
101090703	2015-06-27 19:00:00	58	77
101090703	2015-06-28 19:00:00	52	70
101290908	2015-06-19 19:00:00	77	91
101290908	2015-06-20 19:00:00	75	90
101290908	2015-06-21 19:00:00	75	88
101290908	2015-06-22 19:00:00	75	88
101290908	2015-06-23 19:00:00	74	88
101290908	2015-06-24 19:00:00	76	90
101290908	2015-06-25 19:00:00	82	95
101290908	2015-06-26 19:00:00	86	96
101290908	2015-06-27 19:00:00	86	94
101290908	2015-06-28 19:00:00	84	97
101271813	2015-06-19 19:00:00	73	89
101271813	2015-06-20 19:00:00	55	63
101271813	2015-06-21 19:00:00	47	59
101271813	2015-06-22 19:00:00	70	92
101271813	2015-06-23 19:00:00	71	91
101271813	2015-06-24 19:00:00	71	85
101271813	2015-06-25 19:00:00	70	86
101271813	2015-06-26 19:00:00	75	87
101271813	2015-06-27 19:00:00	73	88
101271813	2015-06-28 19:00:00	74	87
101170101	2015-06-19 19:00:00	19	33
101170101	2015-06-20 19:00:00	41	57
101170101	2015-06-21 19:00:00	44	52
101170101	2015-06-22 19:00:00	38	53
101170101	2015-06-23 19:00:00	56	67
101170101	2015-06-24 19:00:00	52	62
101170101	2015-06-25 19:00:00	42	50
101170101	2015-06-26 19:00:00	37	50
101170101	2015-06-27 19:00:00	38	50
101170101	2015-06-28 19:00:00	39	52
101071401	2015-06-19 19:00:00	57	72
101071401	2015-06-20 19:00:00	55	73
101071401	2015-06-21 19:00:00	53	76
101071401	2015-06-22 19:00:00	63	88
101071401	2015-06-23 19:00:00	65	89
101071401	2015-06-24 19:00:00	69	87
101071401	2015-06-25 19:00:00	61	80
101071401	2015-06-26 19:00:00	61	83
101071401	2015-06-27 19:00:00	62	81
101071401	2015-06-28 19:00:00	58	78
101121106	2015-06-19 19:00:00	62	87
101121106	2015-06-20 19:00:00	55	83
101121106	2015-06-21 19:00:00	54	78
101121106	2015-06-22 19:00:00	50	73
101121106	2015-06-23 19:00:00	50	74
101121106	2015-06-24 19:00:00	59	88
101121106	2015-06-25 19:00:00	69	92
101121106	2015-06-26 19:00:00	64	89
101121106	2015-06-27 19:00:00	60	85
101121106	2015-06-28 19:00:00	59	80
101290806	2015-06-19 19:00:00	65	76
101290806	2015-06-20 19:00:00	60	76
101290806	2015-06-21 19:00:00	62	79
101290806	2015-06-22 19:00:00	60	70
101290806	2015-06-23 19:00:00	56	67
101290806	2015-06-24 19:00:00	54	70
101290806	2015-06-25 19:00:00	60	78
101290806	2015-06-26 19:00:00	65	77
101290806	2015-06-27 19:00:00	65	75
101290806	2015-06-28 19:00:00	62	76
101240606	2015-06-19 19:00:00	86	93
101240606	2015-06-20 19:00:00	81	93
101240606	2015-06-21 19:00:00	77	90
101240606	2015-06-22 19:00:00	76	91
101240606	2015-06-23 19:00:00	71	84
101240606	2015-06-24 19:00:00	72	83
101240606	2015-06-25 19:00:00	73	85
101240606	2015-06-26 19:00:00	72	83
101240606	2015-06-27 19:00:00	69	79
101240606	2015-06-28 19:00:00	70	84
101300306	2015-06-19 19:00:00	74	86
101300306	2015-06-20 19:00:00	70	84
101300306	2015-06-21 19:00:00	74	86
101300306	2015-06-22 19:00:00	75	84
101300306	2015-06-23 19:00:00	72	84
101300306	2015-06-24 19:00:00	74	87
101300306	2015-06-25 19:00:00	80	89
101300306	2015-06-26 19:00:00	80	87
101300306	2015-06-27 19:00:00	75	86
101300306	2015-06-28 19:00:00	74	87
101230901	2015-06-19 19:00:00	85	95
101230901	2015-06-20 19:00:00	85	95
101230901	2015-06-21 19:00:00	77	93
101230901	2015-06-22 19:00:00	72	92
101230901	2015-06-23 19:00:00	72	89
101230901	2015-06-24 19:00:00	73	90
